NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,NDays,NTrop,TnMax,TnMoy,TxMax,TxMoy,TmMoy
03130002,ISLE-ET-BARDAIS,46.663333,2.730167,262,10,0,16.0,13.010000000000002,34.2,30.21,21.509999999999998
03155003,LURCY-LEVIS SA,46.718333,2.947667,225,10,0,12.3,10.15,33.1,30.109999999999996,21.03
03162001,MARIGNY,46.581667,3.195833,249,10,0,12.6,9.81,33.3,30.259999999999998,20.84
03180001,MONTBEUGNY,46.536333,3.423167,275,10,0,15.2,12.09,33.6,30.440000000000005,21.919999999999998
03185007,MONTLUCON,46.355167,2.574667,229,10,0,13.4,9.5,33.7,30.49,21.16
03204001,PARAY-SOUS-BRIAILLES,46.2835,3.337833,250,10,0,13.9,10.74,33.9,30.819999999999993,21.450000000000003
03226001,SAINT DIDIER_SAPC,46.365333,3.850167,293,10,0,13.7,11.01,33.1,29.689999999999998,20.69
03240001,ST-LEON,46.4025,3.685833,378,10,0,19.4,16.189999999999998,33.0,30.009999999999998,23.42
03248001,ST-NICOLAS,46.0515,3.805167,1022,10,0,17.9,13.629999999999999,27.0,23.989999999999995,18.96
03285001,TORTEZAIS_SAPC,46.451333,2.857,256,10,0,12.9,10.17,34.7,31.6,21.029999999999998
03310001,VICHY-VILLE,46.117667,3.439,255,10,0,16.4,12.690000000000001,34.0,30.880000000000003,22.06
03321001,YZEURE,46.579167,3.352833,242,10,0,14.8,11.770000000000001,34.9,31.47,22.23
04006005,ALLOS_SAPC,44.2425,6.625333,1400,10,0,10.7,7.3199999999999985,26.7,24.160000000000004,15.11
04019001,BARCELONNETTE,44.391167,6.670167,1155,10,0,8.3,4.6899999999999995,29.8,27.3,16.47
04022001,BARREME,43.957167,6.372333,743,10,0,11.0,7.159999999999999,31.7,29.04,18.009999999999998
04023001,BAYONS,44.342667,6.178667,886,10,0,11.7,8.42,30.1,27.53,18.189999999999998
04024004,BEAUJEU ST PIERRE,44.209833,6.385167,960,10,0,12.0,8.45,28.0,26.15,17.249999999999996
04039001,CASTELLANE,43.849167,6.508,729,10,0,11.6,7.57,31.8,28.990000000000002,18.06
04041001,LE CASTELLET,43.938333,5.9795,473,10,0,14.0,11.42,33.0,30.99,21.400000000000002
04049001,ST AUBAN,44.062167,5.989667,458,10,0,15.7,13.5,32.0,29.890000000000004,21.71
04068001,DAUPHIN,43.909833,5.767167,427,10,0,13.2,10.989999999999998,32.4,30.119999999999997,21.119999999999997
04070009,DIGNE LES BAINS,44.07,6.186667,554,10,0,13.9,11.28,31.9,29.660000000000004,20.74
04096002,JAUSIERS-ST ANNE,44.413667,6.725167,1240,10,0,11.0,7.4799999999999995,30.9,28.009999999999998,17.1
04096401,RESTEFOND-NIVOSE,44.34,6.8,2550,10,0,8.0,5.61,16.8,13.629999999999999,9.15
04115001,MEAILLES_SAPC,44.031167,6.6295,1090,10,0,14.5,11.3,29.4,26.839999999999996,18.610000000000003
04126001,MONTCLAR_SAPC,44.391833,6.333333,1197,10,0,11.4,8.780000000000001,29.0,26.520000000000003,17.21
04134002,LA MOTTE DU CAIRE,44.326667,6.0305,665,10,0,11.0,8.45,32.3,29.65,18.81
04136001,LA MURE-ARGENS,43.977,6.520167,920,10,0,11.2,7.37,30.7,27.869999999999997,17.31
04184001,ST JURS,43.900833,6.2005,867,10,0,17.0,14.39,29.4,27.419999999999998,20.770000000000003
04205001,SEYNE,44.3515,6.3645,1210,10,0,10.3,7.890000000000001,27.0,24.969999999999995,
04209005,SISTERON,44.2245,5.916,500,10,0,13.7,11.07,32.6,30.01,21.060000000000002
04219001,THORAME HAUTE,44.091667,6.557333,1155,10,0,12.6,9.209999999999999,28.0,24.860000000000003,
04222001,TURRIERS,44.399,6.1695,1020,10,0,15.3,12.19,29.3,26.73,19.080000000000002
04230001,VALENSOLE,43.8395,6.000833,600,10,0,16.1,13.330000000000002,31.7,29.54,21.7
05001001,ABRIES,44.796667,6.928333,1560,10,0,7.1,4.84,27.2,24.02,
05004001,ANCELLE,44.6245,6.209833,1354,10,0,12.4,9.32,26.5,24.62,16.94
05007003,ARVIEUX,44.796,6.728,1825,10,0,10.2,7.720000000000001,24.3,21.950000000000003,14.45
05026400,CEILLAC_NIVO,44.671167,6.776167,1665,9,0,10.2,7.799999999999999,25.8,22.94,
05027001,CERVIERES,44.869333,6.7235,1614,10,0,10.1,7.43,26.9,24.15,15.4
05032002,CHAMPOLEON,44.720167,6.258833,1275,10,0,10.0,7.42,29.9,27.330000000000002,
05038001,CHATEAU-VILLE-VIEILLE,44.759333,6.809,1355,10,0,7.9,5.3999999999999995,28.5,26.290000000000003,15.729999999999999
05044400,PARPAILLON-NIVOSE,44.495333,6.636333,2545,10,0,8.2,6.130000000000001,14.1,12.16,9.059999999999999
05046001,EMBRUN,44.571167,6.508667,873,10,0,16.3,12.95,30.4,27.98,20.499999999999996
05055001,LA FAURIE,44.566667,5.750167,825,10,0,9.4,7.0200000000000005,31.0,28.68,18.27
05061009,GAP,44.577667,6.079833,885,10,0,16.4,12.790000000000001,30.3,28.25,20.38
05063001,LA GRAVE,45.054167,6.285833,1790,10,0,10.9,8.42,24.7,22.04,
05063402,LA MEIJE-NIVOSE,45.012333,6.265167,3093,10,0,5.7,3.4299999999999997,11.6,10.309999999999999,6.27
05064403,LES PORTES EN VALGAUDEMAR_NIVO,44.81,6.195333,1270,10,0,9.4,6.610000000000001,27.6,25.2,
05070003,LARAGNE MONTEGLIN,44.319167,5.7945,565,10,0,13.9,11.3,34.1,30.880000000000003,21.139999999999997
05077402,COL AGNEL-NIVOSE,44.688667,6.976167,2627,10,0,8.0,5.5200000000000005,15.2,12.790000000000001,8.84
05079001,LE MONETIER LES BAINS,44.9715,6.514167,1459,10,0,8.4,5.66,27.7,25.589999999999996,
05079402,GALIBIER-NIVOSE,45.056833,6.377167,2559,10,0,8.2,6.06,14.7,12.35,9.030000000000001
05090002,MOTTE-MOLINES,44.748167,6.122833,1250,10,0,11.8,9.360000000000001,27.2,25.18,16.08
05093001,NEVACHE-EDF-03,45.0185,6.622333,1603,10,0,8.0,5.049999999999999,25.6,23.0,
