NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,lcz_source,lcz_dom_100m,lcz_dom_300m,lcz_dom_500m,lcz_comp_100m,lcz_comp_300m,lcz_comp_500m,lcz_category
21561003,ST-MARTIN-DU-M,47.4005,4.781167,578,demuzere,14.0,14,14,"{""14"": 3}","{""14"": 38}","{""14"": 108, ""9"": 5}",non_bati
21564001,ST NIC. CITEAUX,47.122167,5.072167,203,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 34, ""12"": 6}","{""14"": 95, ""12"": 20}",non_bati
21567001,ARNAY_SAPC,47.124833,4.498667,396,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 44}","{""14"": 108, ""9"": 3, ""12"": 3}",non_bati
21584001,SAULIEU,47.264167,4.215,586,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 42}","{""14"": 108, ""12"": 7}",non_bati
21603001,SEMUR EN AUXOIS_SAPC,47.482,4.34,314,demuzere,14.0,14,14,"{""14"": 5}","{""9"": 4, ""12"": 4, ""14"": 35}","{""6"": 7, ""12"": 25, ""9"": 11, ""14"": 69, ""11"": 4}",non_bati
21633002,THOREY SOUS CHARNY_SAPC,47.319167,4.4395,421,demuzere,12.0,12,12,"{""12"": 5, ""14"": 1}","{""12"": 26, ""9"": 2, ""14"": 14}","{""12"": 62, ""14"": 48, ""9"": 9}",non_bati
21638002,TIL-CHATEL_SAPC,47.544833,5.2075,283,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 42}","{""14"": 119}",non_bati
22005003,BELLE-ISLE-EN-TERRE,48.55,-3.3875,158,demuzere,9.0,9,9,"{""9"": 6}","{""9"": 37, ""14"": 6}","{""9"": 83, ""14"": 21, ""12"": 17}",bati_special
22016001,ILE-DE-BREHAT,48.855167,-3.0045,25,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 38, ""14"": 6}","{""9"": 64, ""14"": 23, ""12"": 1, ""17"": 13}",bati_special
22032002,CAULNES-EDF,48.298333,-2.142167,75,demuzere,9.0,9,9,"{""9"": 2, ""14"": 2}","{""9"": 22, ""14"": 17, ""12"": 4}","{""14"": 47, ""9"": 60, ""12"": 10}",bati_special
22033001,CAUREL-EDF,48.207667,-3.051333,150,demuzere,9.0,12,11,"{""9"": 3, ""12"": 1}","{""12"": 17, ""11"": 8, ""17"": 7, ""9"": 12}","{""11"": 43, ""9"": 24, ""12"": 22, ""17"": 28}",non_bati
22046003,COLLINEE-EDF,48.294833,-2.499333,201,demuzere,9.0,9,9,"{""9"": 5, ""14"": 1}","{""12"": 5, ""14"": 14, ""9"": 25}","{""12"": 30, ""14"": 42, ""9"": 48}",bati_special
22092001,KERPERT,48.404,-3.147667,281,demuzere,14.0,9,9,"{""14"": 4}","{""12"": 11, ""14"": 15, ""9"": 16}","{""14"": 24, ""12"": 41, ""9"": 51}",bati_special
22108001,LANLEFF,48.691167,-3.0405,78,demuzere,9.0,14,14,"{""9"": 3, ""14"": 1, ""12"": 1}","{""9"": 15, ""14"": 19, ""12"": 8, ""11"": 1}","{""9"": 32, ""14"": 52, ""12"": 26, ""11"": 9}",non_bati
22113006,LANNION_AERO,48.755333,-3.468667,85,demuzere,8.0,8,8,"{""8"": 3, ""12"": 2}","{""8"": 21, ""14"": 16, ""12"": 5}","{""8"": 54, ""9"": 5, ""14"": 47, ""12"": 13}",bati_special
22114003,LANRELAS-EDF,48.248833,-2.2915,112,demuzere,9.0,9,9,"{""9"": 5}","{""9"": 42, ""6"": 1}","{""9"": 105, ""11"": 4, ""6"": 2, ""12"": 6, ""14"": 1}",bati_special
22138003,MAEL-PESTIVIEN-EDF,48.418667,-3.303167,257,demuzere,9.0,12,12,"{""12"": 1, ""9"": 5}","{""12"": 35, ""9"": 9}","{""12"": 106, ""9"": 14}",non_bati
22147006,MERDRIGNAC,48.188,-2.4205,145,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 34, ""14"": 9}","{""9"": 63, ""6"": 12, ""12"": 4, ""14"": 38}",bati_special
22168001,PLOUMANAC'H,48.825833,-3.473167,55,demuzere,9.0,9,9,"{""9"": 4, ""12"": 1}","{""9"": 31, ""12"": 6}","{""9"": 71, ""11"": 2, ""12"": 12}",bati_special
22219003,PLOUGUENAST,48.265833,-2.748333,235,demuzere,14.0,14,14,"{""14"": 4, ""9"": 1}","{""9"": 13, ""14"": 29}","{""12"": 5, ""14"": 75, ""9"": 38}",non_bati
22243001,PLUSQUELLEC,48.404167,-3.522333,214,demuzere,9.0,9,12,"{""9"": 4}","{""12"": 5, ""9"": 27, ""14"": 11}","{""12"": 43, ""9"": 36, ""14"": 39}",non_bati
22247002,POMMERIT-JAUDY,48.742,-3.251,55,demuzere,9.0,9,9,"{""9"": 5, ""14"": 1}","{""9"": 28, ""14"": 15}","{""9"": 76, ""14"": 44}",bati_special
22261002,QUINTENIC,48.519167,-2.42,71,demuzere,9.0,9,9,"{""9"": 5}","{""14"": 13, ""9"": 25, ""12"": 4}","{""14"": 37, ""9"": 56, ""12"": 23, ""11"": 3}",bati_special
22266001,ROSTRENEN,48.226667,-3.295333,236,demuzere,12.0,12,12,"{""12"": 3, ""11"": 2}","{""12"": 31, ""9"": 3, ""11"": 3, ""14"": 7}","{""9"": 35, ""12"": 57, ""11"": 3, ""14"": 23}",non_bati
22282001,SAINT-CAST-LE-G,48.6445,-2.247,35,demuzere,9.0,9,9,"{""14"": 2, ""9"": 3}","{""9"": 19, ""14"": 2}","{""9"": 37, ""14"": 2, ""12"": 4}",bati_special
22294003,ST-GILLES-PLIGEAUX-EDF,48.384333,-3.091333,266,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 30, ""9"": 10, ""14"": 2}","{""9"": 48, ""12"": 63, ""14"": 7}",non_bati
22372001,ST BRIEUC,48.5365,-2.853167,135,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 34, ""9"": 9}","{""14"": 96, ""9"": 26}",non_bati
23008004,AUBUSSON_SAPC,45.957833,2.187833,486,demuzere,12.0,9,9,"{""12"": 1, ""9"": 1}","{""9"": 25, ""12"": 11}","{""14"": 14, ""9"": 62, ""12"": 36}",bati_special
23013001,AUZANCES_SAPC,46.0215,2.489333,564,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 37, ""9"": 3, ""12"": 1}","{""14"": 84, ""9"": 18, ""12"": 9}",non_bati
23021001,BENEVENT_SAPC,46.121,1.6285,460,demuzere,12.0,12,12,"{""12"": 5, ""9"": 1}","{""12"": 20, ""14"": 3, ""9"": 9, ""6"": 10}","{""12"": 53, ""14"": 20, ""9"": 18, ""6"": 25}",non_bati
23025001,BONNAT,46.315333,1.916333,382,demuzere,9.0,9,14,"{""14"": 1, ""9"": 3}","{""14"": 14, ""9"": 22, ""12"": 3}","{""14"": 49, ""9"": 39, ""12"": 23}",non_bati
23030004,BOURGANEUF,45.942333,1.725833,513,demuzere,14.0,14,14,"{""14"": 5}","{""11"": 5, ""12"": 14, ""14"": 23}","{""11"": 16, ""12"": 35, ""14"": 63}",non_bati
23031002,BOUSSAC_SAPC,46.343333,2.228333,380,demuzere,6.0,12,12,"{""6"": 2, ""9"": 2, ""12"": 1}","{""6"": 14, ""12"": 23, ""9"": 2}","{""6"": 30, ""9"": 3, ""14"": 6, ""12"": 70, ""11"": 4}",non_bati
23046001,CHAMBONCHARD,46.176,2.553,320,demuzere,9.0,12,12,"{""9"": 3, ""12"": 1}","{""12"": 28, ""9"": 8, ""14"": 2, ""11"": 4}","{""11"": 24, ""12"": 73, ""9"": 11, ""14"": 4}",non_bati
23067001,LA COURTINE,45.702667,2.263667,772,demuzere,12.0,12,12,"{""12"": 3, ""9"": 1}","{""9"": 10, ""12"": 25, ""11"": 2, ""6"": 4}","{""9"": 35, ""12"": 61, ""11"": 4, ""6"": 12}",non_bati
23069002,CROCQ,45.867167,2.362167,710,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 33, ""11"": 5}","{""12"": 77, ""11"": 23, ""9"": 10, ""6"": 1}",non_bati
23075001,DUN LE PALESTEL,46.317833,1.666833,365,demuzere,12.0,12,14,"{""12"": 4}","{""12"": 18, ""9"": 4, ""11"": 3, ""14"": 16}","{""12"": 40, ""11"": 8, ""9"": 22, ""14"": 44}",non_bati
23079002,FELLETIN,45.880167,2.186,635,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 35, ""12"": 5}","{""14"": 73, ""12"": 38, ""9"": 1}",non_bati
23089001,GENOUILLAC,46.352333,1.985,306,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 36, ""9"": 5}","{""14"": 90, ""9"": 21}",non_bati
