NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,lcz_source,lcz_dom_100m,lcz_dom_300m,lcz_dom_500m,lcz_comp_100m,lcz_comp_300m,lcz_comp_500m,lcz_category
03060001,VICHY-CHARMEIL,46.166667,3.398667,249,demuzere,14.0,14,14,"{""14"": 4}","{""9"": 9, ""14"": 32}","{""9"": 31, ""14"": 81}",non_bati
03061001,CHARMES_SAPC,46.0635,3.233667,330,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 41}","{""14"": 115}",non_bati
03074001,CHEVAGNES,46.630667,3.549167,228,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 42}","{""14"": 112}",non_bati
03100001,DIOU,46.541667,3.706667,220,demuzere,11.0,14,14,"{""11"": 1, ""6"": 1, ""9"": 1, ""8"": 1}","{""6"": 7, ""9"": 6, ""14"": 12, ""10"": 3, ""8"": 10, ""11"": 2}","{""9"": 16, ""14"": 38, ""6"": 11, ""11"": 6, ""8"": 31, ""10"": 3, ""12"": 8}",non_bati
03106002,DURDAT-LAREQUILLE,46.251667,2.695667,500,demuzere,14.0,14,14,"{""14"": 3, ""9"": 1}","{""14"": 30, ""9"": 10}","{""14"": 77, ""12"": 11, ""9"": 24}",non_bati
03108001,ECHASSIERES_SAPC,46.191167,2.957667,650,demuzere,12.0,12,12,"{""12"": 2, ""9"": 1, ""14"": 1}","{""12"": 19, ""11"": 7, ""9"": 2, ""14"": 13}","{""11"": 19, ""12"": 62, ""9"": 2, ""14"": 29}",non_bati
03114001,FERTE-HAUTERIVE,46.376833,3.331,226,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 38, ""9"": 4}","{""14"": 105, ""9"": 10, ""12"": 2}",non_bati
03125001,LA GUILLERMIE,45.984667,3.639833,722,demuzere,12.0,12,12,"{""12"": 3, ""9"": 1}","{""12"": 29, ""11"": 3, ""9"": 10}","{""12"": 66, ""11"": 31, ""9"": 14}",non_bati
03130002,ISLE-ET-BARDAIS,46.663333,2.730167,262,demuzere,11.0,11,11,"{""11"": 5}","{""11"": 41}","{""11"": 114}",non_bati
03155003,LURCY-LEVIS SA,46.718333,2.947667,225,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 38, ""9"": 3}","{""14"": 108, ""9"": 4}",non_bati
03162001,MARIGNY,46.581667,3.195833,249,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 41}","{""12"": 7, ""14"": 106}",non_bati
03180001,MONTBEUGNY,46.536333,3.423167,275,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 32, ""12"": 7}","{""9"": 15, ""14"": 74, ""12"": 22, ""11"": 1}",non_bati
03185007,MONTLUCON,46.355167,2.574667,229,demuzere,14.0,14,14,"{""14"": 3, ""9"": 2}","{""9"": 9, ""6"": 12, ""12"": 3, ""14"": 18}","{""12"": 14, ""8"": 1, ""14"": 43, ""9"": 16, ""6"": 40}",non_bati
03204001,PARAY-SOUS-BRIAILLES,46.2835,3.337833,250,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 43}","{""14"": 112}",non_bati
03226001,SAINT DIDIER_SAPC,46.365333,3.850167,293,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 42}","{""14"": 115, ""12"": 1}",non_bati
03240001,ST-LEON,46.4025,3.685833,378,demuzere,9.0,9,14,"{""9"": 4}","{""14"": 16, ""9"": 24}","{""14"": 72, ""12"": 1, ""9"": 37}",non_bati
03248001,ST-NICOLAS,46.0515,3.805167,1022,demuzere,12.0,12,11,"{""12"": 3, ""11"": 1}","{""12"": 21, ""11"": 19}","{""12"": 55, ""11"": 58}",non_bati
03285001,TORTEZAIS_SAPC,46.451333,2.857,256,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 42}","{""14"": 110, ""12"": 4}",non_bati
03310001,VICHY-VILLE,46.117667,3.439,255,demuzere,6.0,6,6,"{""6"": 4}","{""5"": 4, ""6"": 34}","{""5"": 14, ""6"": 76, ""11"": 4, ""12"": 8, ""8"": 10, ""17"": 1}",urbain_aere
03321001,YZEURE,46.579167,3.352833,242,demuzere,14.0,14,14,"{""14"": 2, ""9"": 2}","{""14"": 17, ""9"": 17, ""6"": 8}","{""9"": 37, ""14"": 48, ""6"": 29}",non_bati
04006005,ALLOS_SAPC,44.2425,6.625333,1400,demuzere,6.0,6,6,"{""6"": 3, ""12"": 1}","{""6"": 33, ""12"": 5}","{""6"": 87, ""11"": 7, ""12"": 17}",urbain_aere
04019001,BARCELONNETTE,44.391167,6.670167,1155,demuzere,14.0,12,12,"{""9"": 1, ""14"": 2}","{""12"": 20, ""14"": 6, ""9"": 11}","{""11"": 1, ""12"": 59, ""15"": 2, ""14"": 16, ""9"": 29}",non_bati
04022001,BARREME,43.957167,6.372333,743,demuzere,9.0,9,12,"{""9"": 4}","{""12"": 19, ""9"": 20}","{""11"": 8, ""12"": 60, ""9"": 31, ""6"": 10}",non_bati
04023001,BAYONS,44.342667,6.178667,886,demuzere,12.0,9,12,"{""12"": 3, ""9"": 1}","{""11"": 5, ""12"": 16, ""9"": 17}","{""12"": 59, ""9"": 29, ""11"": 19}",non_bati
04024004,BEAUJEU ST PIERRE,44.209833,6.385167,960,demuzere,12.0,12,11,"{""12"": 4}","{""12"": 21, ""6"": 2, ""9"": 12, ""11"": 4}","{""12"": 36, ""11"": 37, ""6"": 9, ""9"": 24}",non_bati
04039001,CASTELLANE,43.849167,6.508,729,demuzere,6.0,6,6,"{""12"": 1, ""6"": 4}","{""11"": 4, ""6"": 29, ""12"": 6}","{""12"": 31, ""6"": 59, ""9"": 7, ""11"": 13}",urbain_aere
04041001,LE CASTELLET,43.938333,5.9795,473,demuzere,9.0,9,9,"{""9"": 4}","{""12"": 3, ""9"": 35}","{""11"": 11, ""12"": 21, ""9"": 76}",bati_special
04049001,ST AUBAN,44.062167,5.989667,458,demuzere,12.0,6,14,"{""12"": 2, ""6"": 1, ""16"": 1, ""14"": 1}","{""6"": 14, ""16"": 3, ""14"": 13, ""11"": 1, ""12"": 8, ""9"": 1}","{""6"": 35, ""12"": 23, ""14"": 43, ""16"": 3, ""9"": 4, ""11"": 1}",non_bati
04068001,DAUPHIN,43.909833,5.767167,427,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 39}","{""14"": 106}",non_bati
