NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,NTrop_5j_max,TnMoy_5j_max
18231001,ST-PIERRE,46.729,2.631667,174,0.0,12.7
18242001,SANCOINS,46.831333,2.9265,203,0.0,14.34
18279001,VIERZON - VEVES,47.219167,2.0135,98,0.0,14.02
19010001,ARGENTAT,45.101333,1.9375,190,0.0,12.8
19016001,BAR,45.3445,1.823833,269,0.0,13.1
19031008,BRIVE,45.146667,1.473333,115,0.0,15.2
19033001,BUGEAT,45.602667,1.930333,694,0.0,10.959999999999999
19034001,CAMPS,44.983667,1.988333,519,0.0,13.580000000000002
19073006,EGLETONS,45.398833,2.059167,610,0.0,13.879999999999999
19121002,LUBERSAC,45.410333,1.411167,390,0.0,15.2
19125001,MARCILLAC,45.2835,2.039833,598,0.0,15.64
19136002,MEYMAC,45.534333,2.154333,670,0.0,11.52
19139001,MILLEVACHES,45.642667,2.0955,915,0.0,16.16
19147001,BRIVE-SOUILLAC,45.036333,1.491667,295,0.0,15.66
19164001,PEYRELEVADE,45.701,2.058667,827,0.0,13.52
19201001,USSEL-THALAMY,45.537333,2.42,740,0.0,11.5
19237001,ST-PRIVAT,45.139,2.096,585,0.0,11.24
19264001,SOURSAC,45.249,2.212833,528,0.0,13.6
19272001,TULLE,45.2425,1.740333,235,0.0,14.239999999999998
19275001,USSEL-LAMARTINE,45.558833,2.321333,654,0.0,11.680000000000001
19276006,UZERCHE,45.396333,1.568167,422,0.0,17.799999999999997
19288004,VOUTEZAC,45.279833,1.416,124,0.0,12.86
20004002,AJACCIO,41.918,8.792667,5,0.0,15.139999999999997
20004003,AJACCIO-PARATA,41.908333,8.618167,124,2.0,19.44
20004014,AJACCIO-MILELLI_SAPC,41.9385,8.720833,86,0.0,16.34
20007402,SPONDE-NIVOSE,42.324333,8.881667,1971,0.0,10.36
20023005,ASCO_SAPC,42.403833,8.922667,1400,0.0,11.58
20029003,BARBAGGIO_SAPC,42.679833,9.389333,572,1.0,18.5
20033015,BASTIA_SAPC,42.704333,9.444833,26,2.0,19.82
20040001,BOCOGNANO-GARE,42.080167,9.0525,660,0.0,16.759999999999998
20040004,BOCOGNANO,42.104167,9.103333,1019,0.0,15.760000000000002
20041001,CAP PERTUSATO,41.374833,9.178333,107,0.0,18.32
20046002,CAGNANO,42.886667,9.4395,278,3.0,21.459999999999997
20047006,CALACUCCIA,42.3315,9.0215,811,0.0,12.2
20050001,CALVI,42.5295,8.7915,57,1.0,17.1
20054002,CAMPILE_SAPC,42.494667,9.353,499,0.0,16.720000000000002
20083001,CASTIRLA,42.380167,9.134167,376,0.0,15.580000000000002
20092001,CONCA,41.717,9.3485,253,3.0,20.1
20093002,ILE ROUSSE,42.633333,8.9225,140,3.0,20.32
20096008,CORTE,42.2885,9.193167,350,0.0,11.46
20096009,RESTONICA_SAPC,42.229667,9.031333,1372,0.0,11.540000000000001
20107001,CAP CORSE,43.003833,9.3595,72,4.0,21.000000000000004
20108002,EVISA-ONF,42.263333,8.838667,1030,0.0,11.46
20114002,FIGARI,41.505167,9.103667,20,0.0,10.56
20126001,GIUNCAGGIO_SAPC,42.2165,9.369333,685,1.0,18.580000000000002
20135002,ISOLACCIO DI FIUMORBO,41.992333,9.305,198,0.0,15.48
20142001,LEVIE,41.7035,9.125833,571,0.0,12.020000000000001
20148001,BASTIA,42.540667,9.485167,10,0.0,18.08
20154001,MARIGNANA,42.188833,8.655333,515,2.0,19.419999999999998
20160001,MOCA-CROCE,41.761667,9.0165,951,0.0,15.88
20169007,PONTE-LECCIA,42.472667,9.199833,240,0.0,13.239999999999998
20185003,OLETTA,42.632333,9.3205,75,0.0,14.780000000000001
20190002,OLMI-CAPPELLA,42.5295,9.0165,844,0.0,15.180000000000001
20209003,PERI_SAPC,42.003167,8.905667,433,2.0,19.360000000000003
20211001,PETRETO BICCHISANO,41.785167,8.979167,450,0.0,17.56
20223001,PIETRALBA,42.541,9.172,510,0.0,17.04
20232002,PILA-CANALE,41.8145,8.903667,407,0.0,18.8
20235001,PIOGGIOLA,42.517833,8.999833,995,0.0,17.520000000000003
20247001,LA CHIAPPA,41.594833,9.363167,57,2.0,19.740000000000002
20249003,PROPRIANO,41.678167,8.915,34,0.0,13.9
20254006,QUENZA,41.777667,9.142833,932,0.0,13.52
20255003,QUERCITELLO,42.426833,9.332333,997,0.0,15.2
20258001,RENNO,42.190167,8.807167,755,0.0,11.44
20264002,RUSIO_SAPC,42.364167,9.2645,860,0.0,15.8
20268001,SAMPOLO,41.943,9.123,837,0.0,16.98
20270001,SARI D'ORCINO,42.0785,8.802333,407,0.0,17.720000000000002
20272001,SARTENE-CIMETIERE,41.620167,8.962167,272,2.0,19.439999999999998
20272004,SARTENE,41.652333,8.979333,62,0.0,13.520000000000001
20273001,SCATA,42.429333,9.412167,185,0.0,14.420000000000002
20281001,CAP SAGRO,42.798333,9.488667,111,5.0,22.4
20303002,ALISTRO,42.259667,9.5415,65,4.0,20.9
20312001,SANTA MARIA SICHE,41.879167,8.989167,541,0.0,17.42
20314006,SANTO PIETRO DI TENDA,42.635833,9.200667,484,0.0,15.62
20326001,TOLLA_SAPC,41.9635,8.959167,698,0.0,16.2
20341400,MANICCIA-NIVOSE,42.208333,9.0485,2379,0.0,8.3
20342001,SOLENZARA,41.921833,9.400833,12,3.0,20.18
20354008,VIVARIO_SAPC,42.152667,9.149167,773,0.0,10.36
21056001,BEIRE LE CHATEL,47.413833,5.208333,250,0.0,15.0
21065001,BESSEY,47.086,4.743167,593,2.0,19.880000000000003
21116002,BURE LES TEMPLIERS_SAPC,47.7195,4.948167,461,0.0,16.580000000000002
21131001,PAGNY-LE-CHATEAU,47.043167,5.190667,182,0.0,15.24
21154001,CHATILLON/SEINE,47.849333,4.581333,262,0.0,11.26
21231001,DIJON,47.319167,5.014333,240,0.0,14.86
21310001,GROSBOIS-EN-MONTAGNE,47.319333,4.596333,376,0.0,13.02
21326001,JOURS LES BAIGNEUX_SAPC,47.636,4.596333,392,0.0,14.079999999999998
21386001,MARIGNY LE CAHOUET,47.4475,4.4335,335,0.0,13.219999999999999
21395001,MASSINGY-LES-VITTEAUX_SAPC,47.388667,4.586333,509,0.0,17.46
21425001,MONTBARD_SAPC,47.6285,4.3305,209,0.0,12.620000000000001
21454001,NICEY,47.860333,4.315333,209,0.0,12.020000000000001
21473001,DIJON-LONGVIC,47.267833,5.088333,219,0.0,16.259999999999998
21501003,POUILLY EN AUX_SAPC,47.251333,4.561,412,0.0,15.9
21503001,POUILLY SUR VINGEANNE,47.542667,5.417667,239,0.0,13.319999999999999
21519001,RECEY SUR OURCE,47.782167,4.864167,326,0.0,10.739999999999998
21527001,LA ROCHEPOT,46.9525,4.674,417,0.0,14.34
21561003,ST-MARTIN-DU-M,47.4005,4.781167,578,1.0,17.48
21564001,ST NIC. CITEAUX,47.122167,5.072167,203,0.0,12.819999999999999
21567001,ARNAY_SAPC,47.124833,4.498667,396,0.0,13.1
21584001,SAULIEU,47.264167,4.215,586,0.0,17.82
21603001,SEMUR EN AUXOIS_SAPC,47.482,4.34,314,0.0,12.24
21633002,THOREY SOUS CHARNY_SAPC,47.319167,4.4395,421,0.0,14.780000000000001
21638002,TIL-CHATEL_SAPC,47.544833,5.2075,283,0.0,13.540000000000001
22005003,BELLE-ISLE-EN-TERRE,48.55,-3.3875,158,0.0,16.42
22016001,ILE-DE-BREHAT,48.855167,-3.0045,25,0.0,16.48
22032002,CAULNES-EDF,48.298333,-2.142167,75,1.0,17.5
22033001,CAUREL-EDF,48.207667,-3.051333,150,0.0,16.660000000000004
22046003,COLLINEE-EDF,48.294833,-2.499333,201,0.0,16.8
22092001,KERPERT,48.404,-3.147667,281,2.0,18.3
22108001,LANLEFF,48.691167,-3.0405,78,0.0,15.040000000000001
22113006,LANNION_AERO,48.755333,-3.468667,85,0.0,16.580000000000002
22114003,LANRELAS-EDF,48.248833,-2.2915,112,0.0,16.04
22138003,MAEL-PESTIVIEN-EDF,48.418667,-3.303167,257,0.0,15.040000000000001
22147006,MERDRIGNAC,48.188,-2.4205,145,0.0,17.439999999999998
22168001,PLOUMANAC'H,48.825833,-3.473167,55,0.0,16.119999999999997
22219003,PLOUGUENAST,48.265833,-2.748333,235,0.0,17.720000000000002
22243001,PLUSQUELLEC,48.404167,-3.522333,214,2.0,19.400000000000002
22247002,POMMERIT-JAUDY,48.742,-3.251,55,0.0,16.14
22261002,QUINTENIC,48.519167,-2.42,71,0.0,16.16
22266001,ROSTRENEN,48.226667,-3.295333,236,0.0,17.720000000000002
22282001,SAINT-CAST-LE-G,48.6445,-2.247,35,0.0,17.259999999999998
22294003,ST-GILLES-PLIGEAUX-EDF,48.384333,-3.091333,266,2.0,18.4
22372001,ST BRIEUC,48.5365,-2.853167,135,1.0,17.66
23008004,AUBUSSON_SAPC,45.957833,2.187833,486,0.0,10.48
23013001,AUZANCES_SAPC,46.0215,2.489333,564,0.0,10.379999999999999
23021001,BENEVENT_SAPC,46.121,1.6285,460,0.0,17.52
23025001,BONNAT,46.315333,1.916333,382,0.0,15.120000000000001
23030004,BOURGANEUF,45.942333,1.725833,513,0.0,16.119999999999997
23031002,BOUSSAC_SAPC,46.343333,2.228333,380,0.0,11.44
23046001,CHAMBONCHARD,46.176,2.553,320,0.0,10.559999999999999
23067001,LA COURTINE,45.702667,2.263667,772,0.0,11.319999999999999
23069002,CROCQ,45.867167,2.362167,710,0.0,13.0
23075001,DUN LE PALESTEL,46.317833,1.666833,365,0.0,15.459999999999999
23079002,FELLETIN,45.880167,2.186,635,0.0,15.460000000000003
23089001,GENOUILLAC,46.352333,1.985,306,0.0,12.080000000000002
23090003,GENTIOUX,45.785,1.997333,794,0.0,13.120000000000001
23113001,LUPERSAT_SAPC,45.9865,2.393167,610,0.0,13.560000000000002
23155001,PONTARION_SAPC,45.995667,1.852833,455,0.0,11.600000000000001
23176001,LA SOUTERRAINE,46.2425,1.451833,370,1.0,18.9
23206002,GUERET-ST LAURENT,46.1755,1.950333,365,0.0,13.360000000000003
23209001,SAINT-LOUP_SAPC,46.140667,2.2645,440,0.0,12.440000000000001
24035003,BELVES,44.782667,0.956,238,0.0,19.0
24037005,BERGERAC,44.822833,0.524167,49,0.0,13.539999999999997
24064001,BRANTOME,45.356833,0.645833,129,0.0,14.779999999999998
24138004,COULOUNIEIX,45.1595,0.676667,217,0.0,18.18
24152001,DOMME,44.798333,1.219667,165,0.0,15.2
24172001,LES EYZIES DE TAYAC,44.954667,1.021,112,0.0,14.219999999999999
24226001,LAMOTHE MONTRAV,44.837333,0.041167,9,0.0,15.440000000000001
24280001,MONPAZIER,44.684,0.891667,199,0.0,16.880000000000003
24291001,MONTIGNAC,45.052167,1.147333,77,0.0,13.62
24452001,ST MARTIAL VIVEYROLS,45.357833,0.319333,166,2.0,20.2
24453001,ST MARTIN  DE FRESSENGEAS,45.4755,0.848333,277,0.0,16.240000000000002
24516002,SALIGNAC-EYVIGUES,44.936667,1.364667,276,0.0,17.220000000000002
24547002,TERRASSON-LAVILLEDIEU,45.1355,1.2925,90,0.0,15.0
24550003,THENON,45.112667,1.0385,265,0.0,17.16
25021001,ARC-ET-SENANS,47.0315,5.782,235,0.0,15.98
25047001,BAUME-LES-DAMES,47.347167,6.350333,267,0.0,15.719999999999999
25056001,BESANCON,47.249,5.988833,307,0.0,16.52
25087002,BRANNE_SAPC,47.378,6.472167,287,0.0,12.08
25127001,CHARQUEMONT,47.218833,6.815,884,0.0,13.66
25219002,EPENOY,47.127167,6.366333,752,0.0,15.219999999999999
25222001,ETALANS_SAPC,47.1525,6.210167,540,0.0,11.6
25223002,COULANS,47.023333,6.0205,468,0.0,12.080000000000002
25254001,LES FOURGS,46.834,6.4365,1140,0.0,9.419999999999998
25285001,GRAND'COMBE-CHATELEU_SAPC,47.019167,6.567167,769,0.0,7.640000000000001
25320001,LABERGEMENT,46.779667,6.2795,863,0.0,9.1
25334001,LEVIER_SAPC,46.949333,6.124167,713,0.0,10.58
25356003,MAICHE,47.243,6.791,825,0.0,10.64
25372001,MEDIERE,47.456,6.601333,302,0.0,13.539999999999997
25413001,MOUTHE,46.707,6.2095,940,0.0,8.379999999999999
25453001,PIERREFONTAINE,47.216667,6.528833,695,0.0,10.040000000000001
25462001,PONTARLIER,46.927,6.32,808,0.0,10.88
25494001,LA BOISSAUDE ROCHEJEAN,46.729,6.322833,1222,0.0,13.7
25512001,LE RUSSEY,47.162167,6.7375,891,0.0,10.559999999999999
25529002,SANCEY-LE-GRAND,47.3015,6.581667,490,0.0,13.679999999999998
25621001,VILLENEUVE-D'AMONT,46.9385,6.021333,663,0.0,10.280000000000001
26002003,ALBON,45.252333,4.822333,153,0.0,14.419999999999998
26035001,BEAUFORT-S-GERV,44.778,5.139,379,0.0,16.779999999999998
26047001,BELLEGARDE-EN-D,44.535167,5.454333,1017,0.0,14.360000000000003
26050001,BESIGNAN,44.3205,5.317,556,0.0,16.1
26056001,BOURDEAUX,44.580167,5.142833,432,0.0,11.459999999999997
26064001,VALENCE-CHABEUI,44.914833,4.971833,163,0.0,15.020000000000001
26074001,CHAPELLE-EN-VERCORS_SAPC,44.9615,5.422167,879,0.0,12.38
26113003,DIE,44.767667,5.3435,384,0.0,11.2
26116002,DONZERE,44.429167,4.725333,66,1.0,16.119999999999997
26124001,ETOILE,44.819,4.8895,145,0.0,16.4
26142001,GLANDAGE_SAPC,44.674667,5.615167,1007,0.0,13.34
26168001,LUS L CROIX HTE,44.672833,5.710833,1059,0.0,11.4
26179001,MERCUROL,45.0585,4.8835,153,0.0,16.3
26182001,MIRABEL-AUX-BAR,44.328667,5.100833,238,0.0,13.399999999999997
26189001,MONTAUBAN-S-OUV,44.276,5.478333,689,0.0,11.7
26198001,MONTELIMAR,44.581167,4.733,73,1.0,16.78
26258001,PUY-ST-MARTIN,44.618167,4.976833,211,1.0,17.98
26273002,ROCHEFORT-SAMSON_SAPC,44.990667,5.165167,368,0.0,14.540000000000001
26281001,ROMANS_SAPC,45.050167,4.998667,156,0.0,14.120000000000001
26290002,COL DE ROUSSET_SAPC,44.841667,5.421667,1400,0.0,13.4
26292002,ST-AUBAN-SUR-OUVEZE,44.294833,5.409833,625,0.0,11.720000000000002
26295001,ST-BARTHELEMY-V_SAPC,45.173833,4.9025,203,0.0,13.720000000000002
26298001,ST-CHRISTOPHE-L_SAPC,45.229333,5.071833,452,0.0,18.339999999999996
26307001,ST-JEAN-EN-ROYA,45.009167,5.2925,308,0.0,14.860000000000003
26313001,ST-MARCEL-LES-V-INRAE,44.980167,4.931333,190,0.0,16.380000000000003
26327001,ST ROMAN-DIOIS,44.693833,5.428333,545,0.0,13.86
26328001,ST SAUVEUR EN DIOIS,44.682667,5.157833,338,0.0,15.760000000000002
26330001,ST-SORLIN-EN-VA,45.271167,4.930333,237,0.0,15.160000000000002
26340001,SEDERON,44.202333,5.538833,804,0.0,8.32
26361001,VALDROME,44.505333,5.576667,786,0.0,7.68
26377003,VINSOBRES,44.337333,5.060167,346,1.0,18.139999999999997
27016001,LES ANDELYS,49.244667,1.412833,16,0.0,14.720000000000002
27056003,BERNAY,49.101333,0.559833,166,0.0,14.7
27100001,BOULLEVILLE,49.361,0.392833,122,0.0,17.48
27112001,BRETEUIL,48.8375,0.907667,168,0.0,13.959999999999999
27306001,GUICHAINVILLE,48.977,1.181667,147,0.0,16.380000000000003
27347001,EVREUX-HUEST,49.025,1.221667,138,0.0,16.619999999999997
27375001,LOUVIERS,49.204167,1.187167,25,0.0,14.959999999999999
27422001,MUIDS,49.224167,1.2805,31,0.0,14.460000000000003
28051002,BONNEVAL,48.203167,1.417,134,0.0,13.48
28064002,BU_SAPC,48.8015,1.493167,132,0.0,14.719999999999999
28070001,CHARTRES,48.4605,1.501167,155,0.0,15.0
28078001,CHAPELLE-GUILLAUME_SAPC,48.112,0.905833,197,0.0,13.079999999999998
28190002,GUILLONVILLE,48.092833,1.6675,133,0.0,14.34
28195001,HOUX,48.566167,1.620833,107,0.0,12.86
28196003,ILLIERS-COMBRAY_SAPC,48.2835,1.253167,170,0.0,15.12
28198001,CHATEAUDUN,48.061333,1.376333,126,0.0,14.959999999999999
28206001,LAONS,48.706833,1.173167,171,0.0,13.4
28214003,LA LOUPE_SAPC,48.481,1.013333,200,0.0,13.7
28239002,MARVILLE_SAPC,48.652667,1.371833,153,0.0,15.319999999999999
28280001,NOGENT-LE-ROTROU,48.318667,0.797833,108,0.0,14.919999999999998
28322001,RUEIL,48.712167,0.959333,157,0.0,11.92
28363001,SAINVILLE,48.403833,1.903167,149,0.0,16.52
28373002,SENONCHES,48.558,1.012167,239,0.0,13.760000000000002
28380003,SOURS_SAPC,48.406333,1.555167,147,0.0,15.120000000000001
28386001,THIMERT,48.544167,1.302833,225,0.0,13.459999999999999
28406002,EOLE_VIABON,48.214667,1.6755,141,0.0,14.3
28407001,VICHERES,48.257833,0.910167,235,0.0,16.3
29018001,BRENNILIS,48.352667,-3.869,220,0.0,13.6
29022001,CAMARET,48.274333,-4.606,40,1.0,18.02
29041002,CORAY CHAT EAU,48.066,-3.8255,242,2.0,18.92
29075001,BREST-GUIPAVAS,48.453833,-4.391167,92,0.0,16.86
29082001,BATZ,48.746333,-4.011833,32,0.0,15.84
29113001,LANMEUR,48.6625,-3.692667,57,0.0,15.920000000000002
29120001,LANVEOC,48.279333,-4.439333,81,1.0,18.02
29155005,OUESSANT-STIFF,48.473333,-5.057,64,1.0,16.66
29163003,PLEYBER-CHRIST SA,48.5,-3.8535,147,0.0,17.6
29168001,PTE DU RAZ,48.038833,-4.732,67,2.0,19.000000000000004
29170001,PLOMELIN-INRAE,47.946,-4.128,33,1.0,17.080000000000002
29178001,PLOUDALMEZEAU,48.548,-4.664167,40,0.0,16.339999999999996
29179001,PLOUDANIEL-INRAE,48.503833,-4.327667,76,0.0,16.759999999999998
29214001,PLOVAN,47.915833,-4.3775,10,2.0,19.240000000000002
29216001,QUIMPER,47.973,-4.160667,82,1.0,17.7
29249002,SAINT-GOAZEC,48.144667,-3.730833,260,2.0,18.860000000000003
29263002,ST-SEGAL S A,48.225833,-4.09,89,0.0,16.419999999999998
29264001,LANDIVISIAU,48.532,-4.151833,109,0.0,16.82
29276001,SIBIRIL S A,48.660833,-4.079167,52,0.0,16.959999999999997
29277001,SIZUN,48.391333,-4.0205,157,0.0,17.24
29293001,TREGUNC,47.841333,-3.868833,25,2.0,19.18
30003001,AIGUES-MORTES,43.537167,4.207,1,2.0,20.08
30009001,ALZON,43.979,3.444,611,0.0,9.34
30032007,TARASCON,43.829833,4.640167,15,1.0,16.82
30068001,CARDET,44.021,4.079667,109,0.0,13.12
30076001,CAVILLARGUES,44.113,4.518667,131,0.0,14.24
30087002,COLOGNAC,44.021833,3.825,589,0.0,14.319999999999999
30101001,DEAUX,44.071833,4.143667,185,2.0,18.339999999999996
30129001,GENERARGUES,44.073333,3.977667,139,0.0,14.059999999999999
30132004,LA GRAND COMBE,44.243,4.010167,499,2.0,19.439999999999998
30164001,MEJANNES-LE-CLAP,44.216333,4.331,313,0.0,11.440000000000001
30176002,MONTDARDIER,43.947,3.58,640,0.0,17.46
30189001,NIMES-COURBESSAC,43.856833,4.406333,59,1.0,17.740000000000002
30202002,PONT ST ESPRIT,44.248333,4.627333,79,1.0,16.880000000000003
30209002,PUJAUT,43.9985,4.759667,44,1.0,14.88
30224001,LA ROUVIERE,43.931833,4.2405,79,0.0,13.02
30243001,ST CHRISTOL-LES-ALES,44.092167,4.080333,129,0.0,14.639999999999997
30258001,NIMES-GARONS,43.772833,4.412833,94,1.0,16.919999999999998
30263001,ST HIPPOLYTE,43.9615,3.835167,237,0.0,17.18
30269006,ST JEAN DU GARD,44.1105,3.872,196,0.0,13.120000000000001
30297001,ST SAUVEUR CAMPRIEU,44.119333,3.4745,1107,0.0,11.879999999999999
30305001,SALINDRES,44.1745,4.1525,191,0.0,13.059999999999999
30334003,UZES,43.9925,4.401833,72,0.0,12.719999999999999
30339001,MONT AIGOUAL,44.121333,3.5815,1567,0.0,15.440000000000001
30349001,VIC LE FESQ,43.870833,4.072167,45,0.0,12.16
30350001,LE VIGAN,43.99,3.6115,222,0.0,11.54
30352002,VILLEVIEILLE,43.795167,4.090833,41,0.0,14.48
31011001,ARBAS,42.996833,0.906667,402,0.0,12.88
31035001,AUZEVILLE-TOLOSANE-INRAE,43.528833,1.503667,150,0.0,14.9
31037002,AVIGNONET-LAURAGAIS,43.343167,1.805667,193,0.0,14.7
31042012,LUCHON,42.8015,0.600167,618,0.0,11.8
31069001,TOULOUSE-BLAGNAC,43.621,1.378833,151,0.0,16.88
31070004,BLAJAN,43.2565,0.643833,325,0.0,14.580000000000002
31147001,CLARAC,43.106,0.617333,401,0.0,15.719999999999999
31157001,TOULOUSE-FRANCAZAL,43.540333,1.372667,164,0.0,16.32
31299001,MURET-LHERM,43.4515,1.262,189,0.0,14.739999999999998
31374001,MONTESQUIEU-LAURAGAIS,43.417333,1.6365,190,0.0,15.26
31403002,ONDES,43.778333,1.321333,109,0.0,15.260000000000002
31406002,PALAMINY,43.2,1.05,243,0.0,12.76
31451001,REVEL,43.4375,2.018667,338,2.0,18.94
31454001,RIEUMES,43.415167,1.113,261,0.0,13.8
31478001,ST-FELIX-LAURAGAIS,43.441667,1.881167,330,1.0,18.24
31508400,St Paul d Oueil,42.828333,0.55,1107,0.0,13.66
31540001,SEGREVILLE,43.491833,1.7425,212,0.0,15.1
31579001,VILLARIES,43.743667,1.481667,135,0.0,13.580000000000002
32013005,AUCH,43.689,0.601167,122,0.0,13.7
32035001,BEAUCAIRE,43.8425,0.372833,120,0.0,16.1
32107006,CONDOM,43.974333,0.336,173,0.0,19.360000000000003
32132001,FLEURANCE,43.874167,0.672833,108,0.0,15.440000000000001
32147001,GIMONT,43.627667,0.884167,177,0.0,14.960000000000003
32155001,LE HOUGA,43.745833,-0.1775,141,0.0,16.64
32182001,LAHAS,43.5475,0.887833,251,1.0,19.020000000000003
32190001,LANNEPAX,43.792,0.208333,181,0.0,17.18
32245001,MAUMUSSON,43.604333,-0.096667,164,0.0,16.759999999999998
32248001,MAUROUX,43.906833,0.824833,201,2.0,19.18
32256001,MIRANDE,43.530167,0.400833,184,0.0,14.959999999999999
32315001,PEYRUSSE-GRANDE,43.616667,0.222,254,1.0,18.78
32355001,SADEILLAN,43.399,0.349167,263,0.0,15.9
32414001,SARRAGACHIES,43.673167,-0.050833,110,0.0,15.98
33042001,BELIN-BELIET,44.4935,-0.7905,36,0.0,17.46
33042005,BELIN BELIET,44.448,-0.882,45,0.0,14.879999999999999
33063001,BORDEAUX-PAULIN,44.849667,-0.588667,10,2.0,19.880000000000003
33080001,CADAUJAC-INRAE,44.7525,-0.5605,25,0.0,16.419999999999998
33095001,CAPTIEUX,44.295167,-0.2605,96,0.0,13.9
33116001,CAZATS,44.463167,-0.186167,114,0.0,18.139999999999997
33122003,PIERROTON-INRAE,44.738333,-0.776667,60,0.0,14.620000000000001
33195001,GRIGNOLS,44.385667,-0.040333,146,1.0,19.14
33214002,LACANAU,45.001167,-1.138167,16,0.0,18.820000000000004
33236002,CAP-FERRET,44.6305,-1.251667,8,4.0,20.5
33281001,BORDEAUX-MERIGNAC,44.830667,-0.691333,47,1.0,19.16
33314005,PAUILLAC,45.214333,-0.782833,26,0.0,17.6
33394002,ST EMILION,44.917667,-0.188,38,0.0,15.180000000000001
33415001,ST GERVAIS,45.027167,-0.472667,42,0.0,17.36
33482001,ST SULPICE DE POMMIERS,44.683833,-0.12,82,0.0,17.54
33484001,ST-SYMPHORIEN,44.426833,-0.489,54,0.0,14.719999999999999
33494001,SALAUNES,44.935833,-0.828667,50,0.0,16.1
33504001,SAUTERNES,44.544333,-0.326833,65,0.0,18.360000000000003
33529001,CAZAUX,44.534667,-1.132,23,0.0,16.36
33540001,VENDAYS-MONTALIVE,45.378667,-1.119167,6,0.0,14.059999999999999
33550001,VILLENAVE D'ORNON-INRAE,44.79,-0.576667,25,0.0,17.839999999999996
34028003,BEDARIEUX,43.639833,3.146,373,0.0,15.440000000000001
34032002,BEZIERS-COURTADE,43.334333,3.155,25,0.0,12.74
34046005,CAMBON-ET-SALVERGUES,43.622333,2.865333,955,0.0,13.64
34055003,CASTANET LE HAUT_SAPC,43.6675,2.976167,424,0.0,12.860000000000003
34064003,LE CAYLAR_SAPC,43.867167,3.3085,729,0.0,10.419999999999998
34107006,MURAT SUR VEBRE,43.633333,2.8255,1022,0.0,16.2
34142001,LODEVE,43.730333,3.303167,184,0.0,12.219999999999999
34144001,LUNAS,43.695833,3.170667,249,0.0,13.680000000000001
34150001,MARSEILLAN-INRAE,43.328333,3.565333,1,0.0,16.66
34154001,MONTPELLIER-AEROPORT,43.576167,3.964667,1,0.0,17.52
34163001,MONTARNAUD,43.635833,3.688167,148,0.0,14.020000000000001
34174002,MOULES-ET-BAUCELS,43.948,3.752,252,0.0,15.160000000000002
34178001,MURVIEL LES BEZIERS,43.476,3.146,140,1.0,16.56
34205001,LES PLANS,43.786,3.246167,846,1.0,18.92
34209002,BEZIERS-VIAS,43.322,3.352667,15,0.0,15.779999999999998
34217001,PRADES LE LEZ,43.718333,3.866667,69,0.0,12.08
34237001,ROUJAN-INRAE,43.491667,3.321333,73,0.0,14.420000000000002
34239002,ST ANDRE DE SANGONIS,43.664167,3.507833,86,0.0,14.280000000000001
34269001,ST JEAN DE MINERVOIS,43.385667,2.857667,258,1.0,18.9
34274001,ST MARTIN DE LONDRES,43.7795,3.729333,214,0.0,13.039999999999997
34277001,ST MAURICE-NAVACELLE,43.841333,3.522333,584,0.0,11.940000000000001
34301002,SETE,43.397333,3.692167,75,4.0,21.859999999999996
34302001,SIRAN,43.3265,2.675167,137,0.0,17.98
34306001,SOUMONT,43.707,3.3475,252,2.0,20.02
34311001,PEZENAS-TOURBES,43.437667,3.400333,40,0.0,15.36
34317001,LA VACQUERIE_SAPC,43.792,3.457833,620,0.0,12.680000000000001
34319001,VAILHAN,43.546833,3.299333,122,1.0,18.639999999999997
34337001,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,1.0,17.56
35005001,ARBRISSEL,47.927333,-1.297333,75,0.0,17.66
35026001,BLERUAIS,48.1115,-2.124167,84,0.0,17.38
35044001,BROUALAN,48.485667,-1.640833,99,2.0,19.0
35057003,LA-CHAPELLE-BOUEXIC,47.9215,-1.940833,42,0.0,16.080000000000002
35110003,FEINS  SA,48.326833,-1.596833,87,2.0,18.32
35115001,FOUGERES,48.337167,-1.212667,74,1.0,18.659999999999997
35162003,LOUVIGNE-DU-DESERT,48.479333,-1.129833,153,1.0,18.06
35178001,MEZIERES-SUR-C.,48.308833,-1.439,71,1.0,17.619999999999997
35202001,LA-NOE-BLANCHE,47.780167,-1.765,89,1.0,18.380000000000003
35224001,PLERGUER,48.524833,-1.843667,30,0.0,17.159999999999997
35225001,PLESDER,48.406833,-1.924833,56,0.0,17.44
35228001,DINARD,48.584833,-2.076333,65,2.0,18.42
35238003,RENNES GALLET,48.126167,-1.6435,66,3.0,19.7
35240001,LE RHEU-INRAE,48.1125,-1.781167,38,0.0,17.020000000000003
35281001,RENNES-ST JACQUES,48.068833,-1.734,36,2.0,18.139999999999997
35294001,SAINTE MARIE,47.691333,-2.0045,47,0.0,16.725
35335001,THOURIE,47.845167,-1.4505,67,1.0,17.96
35347001,VAL-D-IZE,48.167667,-1.302167,106,2.0,19.240000000000002
36001001,AIGURANDE,46.436167,1.8225,427,1.0,19.96
36018001,LE BLANC,46.637167,1.073167,117,0.0,16.72
36034002,CHABRIS,47.238,1.7065,91,0.0,14.8
36035002,CHAILLAC_SAPC,46.456667,1.302167,126,0.0,11.940000000000001
36063001,CHATEAUROUX  DEOLS,46.869833,1.741,158,0.0,15.12
