NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,NDays,NTrop,TnMax,TnMoy,TxMax,TxMoy,TmMoy,lcz_source,lcz_category,lcz_dom_100m,lcz_dom_300m,lcz_dom_500m,ZONE
21633002,THOREY SOUS CHARNY_SAPC,47.319167,4.4395,421,10,0,15.9,12.7,31.1,28.15,20.880000000000003,demuzere,non_bati,12.0,12,12,Bassin parisien Sud/Centre
21638002,TIL-CHATEL_SAPC,47.544833,5.2075,283,10,0,15.9,11.16,31.7,28.869999999999997,20.71,demuzere,non_bati,14.0,14,14,Grand Est
22005003,BELLE-ISLE-EN-TERRE,48.55,-3.3875,158,10,0,17.6,14.23,35.2,28.450000000000006,20.8,demuzere,bati_special,9.0,9,9,Ouest atlantique
22016001,ILE-DE-BREHAT,48.855167,-3.0045,25,10,0,18.1,14.8,27.5,23.08,18.31,demuzere,bati_special,9.0,9,9,Ouest atlantique
22032002,CAULNES-EDF,48.298333,-2.142167,75,10,1,20.2,15.03,33.3,28.62,21.83,demuzere,bati_special,9.0,9,9,Ouest atlantique
22033001,CAUREL-EDF,48.207667,-3.051333,150,10,0,18.1,14.38,32.8,28.12,21.11,demuzere,non_bati,9.0,12,11,Ouest atlantique
22046003,COLLINEE-EDF,48.294833,-2.499333,201,10,0,18.8,14.669999999999998,32.2,27.3,20.96,demuzere,bati_special,9.0,9,9,Ouest atlantique
22092001,KERPERT,48.404,-3.147667,281,10,2,21.3,15.1,33.4,27.74,21.03,demuzere,bati_special,14.0,9,9,Ouest atlantique
22108001,LANLEFF,48.691167,-3.0405,78,10,0,16.7,12.939999999999998,33.7,27.3,20.1,demuzere,non_bati,9.0,14,14,Ouest atlantique
22113006,LANNION_AERO,48.755333,-3.468667,85,10,0,18.7,14.06,33.7,26.6,19.72,demuzere,bati_special,8.0,8,8,Ouest atlantique
22114003,LANRELAS-EDF,48.248833,-2.2915,112,10,0,17.3,13.919999999999998,33.4,28.770000000000003,21.68,demuzere,bati_special,9.0,9,9,Ouest atlantique
22138003,MAEL-PESTIVIEN-EDF,48.418667,-3.303167,257,10,0,16.3,13.110000000000005,33.4,27.380000000000003,20.03,demuzere,non_bati,9.0,12,12,Ouest atlantique
22147006,MERDRIGNAC,48.188,-2.4205,145,10,0,19.0,14.830000000000002,33.8,29.18,21.940000000000005,demuzere,bati_special,9.0,9,9,Ouest atlantique
22168001,PLOUMANAC'H,48.825833,-3.473167,55,10,0,17.6,14.419999999999998,29.1,22.380000000000003,18.06,demuzere,bati_special,9.0,9,9,Ouest atlantique
22219003,PLOUGUENAST,48.265833,-2.748333,235,10,0,19.7,15.059999999999995,32.3,27.32,21.03,demuzere,non_bati,14.0,14,14,Ouest atlantique
22243001,PLUSQUELLEC,48.404167,-3.522333,214,10,2,22.3,15.76,34.1,28.170000000000005,21.4,demuzere,non_bati,9.0,9,12,Ouest atlantique
22247002,POMMERIT-JAUDY,48.742,-3.251,55,10,0,17.7,13.93,34.3,27.85,20.28,demuzere,bati_special,9.0,9,9,Ouest atlantique
22261002,QUINTENIC,48.519167,-2.42,71,10,0,17.6,14.27,33.9,28.46,21.29,demuzere,bati_special,9.0,9,9,Ouest atlantique
22266001,ROSTRENEN,48.226667,-3.295333,236,10,0,19.3,14.809999999999995,32.5,27.47,21.07,demuzere,non_bati,12.0,12,12,Ouest atlantique
22282001,SAINT-CAST-LE-G,48.6445,-2.247,35,10,0,19.7,15.320000000000002,32.9,25.05,19.78,demuzere,bati_special,9.0,9,9,Ouest atlantique
22294003,ST-GILLES-PLIGEAUX-EDF,48.384333,-3.091333,266,10,2,21.0,15.23,33.4,27.22,20.9,demuzere,non_bati,12.0,12,12,Ouest atlantique
22372001,ST BRIEUC,48.5365,-2.853167,135,10,1,20.5,14.95,32.8,26.73,20.700000000000003,demuzere,non_bati,14.0,14,14,Ouest atlantique
23008004,AUBUSSON_SAPC,45.957833,2.187833,486,10,0,12.5,8.05,32.9,29.7,18.98,demuzere,bati_special,12.0,9,9,Bassin parisien Sud/Centre
23013001,AUZANCES_SAPC,46.0215,2.489333,564,10,0,12.5,8.37,31.7,28.34,19.25,demuzere,non_bati,14.0,14,14,
23021001,BENEVENT_SAPC,46.121,1.6285,460,10,0,19.0,14.61,32.5,28.870000000000005,22.21,demuzere,non_bati,12.0,12,12,Bassin parisien Sud/Centre
23025001,BONNAT,46.315333,1.916333,382,10,0,16.6,12.86,34.3,30.97,22.3,demuzere,non_bati,9.0,9,14,Bassin parisien Sud/Centre
23030004,BOURGANEUF,45.942333,1.725833,513,10,0,17.9,13.27,31.8,28.17,21.51,demuzere,non_bati,14.0,14,14,
23031002,BOUSSAC_SAPC,46.343333,2.228333,380,10,0,13.1,9.76,33.5,29.08,20.18,demuzere,non_bati,6.0,12,12,Bassin parisien Sud/Centre
23046001,CHAMBONCHARD,46.176,2.553,320,10,0,13.0,8.580000000000002,34.8,30.19,19.35,demuzere,non_bati,9.0,12,12,Bassin parisien Sud/Centre
23067001,LA COURTINE,45.702667,2.263667,772,10,0,12.5,9.4,29.6,26.95,18.81,demuzere,non_bati,12.0,12,12,
23069002,CROCQ,45.867167,2.362167,710,10,0,14.4,10.989999999999998,30.3,27.660000000000004,19.87,demuzere,non_bati,12.0,12,12,
23075001,DUN LE PALESTEL,46.317833,1.666833,365,10,0,17.1,13.16,33.7,29.690000000000005,22.300000000000004,demuzere,non_bati,12.0,12,14,Bassin parisien Sud/Centre
23079002,FELLETIN,45.880167,2.186,635,10,0,17.6,13.0,31.6,28.3,20.67,demuzere,non_bati,14.0,14,14,
23089001,GENOUILLAC,46.352333,1.985,306,10,0,13.2,10.13,33.7,29.890000000000004,20.92,demuzere,non_bati,14.0,14,14,Bassin parisien Sud/Centre
23090003,GENTIOUX,45.785,1.997333,794,10,0,14.7,11.2,29.7,27.08,19.12,demuzere,non_bati,11.0,11,11,
23113001,LUPERSAT_SAPC,45.9865,2.393167,610,10,0,15.3,11.73,31.2,27.96,20.28,demuzere,non_bati,14.0,14,14,
23155001,PONTARION_SAPC,45.995667,1.852833,455,10,0,13.2,9.91,33.0,29.610000000000003,20.17,demuzere,bati_special,9.0,9,9,Bassin parisien Sud/Centre
23176001,LA SOUTERRAINE,46.2425,1.451833,370,10,1,20.2,15.669999999999998,33.2,29.52,22.750000000000004,demuzere,non_bati,14.0,12,12,
23206002,GUERET-ST LAURENT,46.1755,1.950333,365,10,0,15.9,10.93,33.8,29.72,20.82,demuzere,non_bati,12.0,14,14,Bassin parisien Sud/Centre
23209001,SAINT-LOUP_SAPC,46.140667,2.2645,440,10,0,15.2,10.3,32.9,29.43999999999999,20.68,demuzere,non_bati,14.0,14,14,Bassin parisien Sud/Centre
24035003,BELVES,44.782667,0.956,238,10,0,19.5,16.66,33.4,31.059999999999995,23.97,demuzere,non_bati,12.0,12,12,Aquitaine / Sud-Ouest
24037005,BERGERAC,44.822833,0.524167,49,10,0,15.1,11.77,36.0,32.97,23.0,demuzere,non_bati,14.0,14,14,Aquitaine / Sud-Ouest
24064001,BRANTOME,45.356833,0.645833,129,10,0,15.8,12.5,36.3,33.45,23.34,demuzere,non_bati,9.0,12,12,Aquitaine / Sud-Ouest
24138004,COULOUNIEIX,45.1595,0.676667,217,10,0,19.3,15.89,34.2,31.66,24.58,demuzere,bati_special,14.0,14,9,Aquitaine / Sud-Ouest
24152001,DOMME,44.798333,1.219667,165,10,0,16.3,13.52,35.2,32.25,23.24,demuzere,non_bati,9.0,12,12,
24172001,LES EYZIES DE TAYAC,44.954667,1.021,112,10,0,15.3,12.62,35.3,32.58,22.24,demuzere,non_bati,12.0,12,11,Aquitaine / Sud-Ouest
24226001,LAMOTHE MONTRAV,44.837333,0.041167,9,10,0,17.1,13.89,35.0,31.670000000000005,22.7,demuzere,bati_special,12.0,9,9,Aquitaine / Sud-Ouest
24280001,MONPAZIER,44.684,0.891667,199,10,0,18.2,14.59,35.2,32.7,24.14,demuzere,bati_special,9.0,9,9,Aquitaine / Sud-Ouest
24291001,MONTIGNAC,45.052167,1.147333,77,10,0,14.8,12.03,35.6,33.11,22.360000000000003,demuzere,bati_special,9.0,9,9,Aquitaine / Sud-Ouest
24452001,ST MARTIAL VIVEYROLS,45.357833,0.319333,166,10,2,21.5,17.77,36.0,32.37,25.46,demuzere,non_bati,14.0,14,14,Aquitaine / Sud-Ouest
24453001,ST MARTIN  DE FRESSENGEAS,45.4755,0.848333,277,10,0,16.7,14.039999999999996,33.6,30.95,22.969999999999995,demuzere,non_bati,14.0,14,14,
24516002,SALIGNAC-EYVIGUES,44.936667,1.364667,276,10,0,17.6,14.93,33.7,31.279999999999998,23.88,demuzere,non_bati,12.0,12,12,
24547002,TERRASSON-LAVILLEDIEU,45.1355,1.2925,90,10,0,16.1,13.12,35.4,32.78,22.76,demuzere,urbain_aere,6.0,6,6,
24550003,THENON,45.112667,1.0385,265,10,0,18.6,14.91,33.5,30.75,23.34,demuzere,non_bati,12.0,12,12,
25021001,ARC-ET-SENANS,47.0315,5.782,235,10,0,18.2,13.399999999999997,32.8,30.120000000000005,22.36,demuzere,bati_special,9.0,9,9,
25047001,BAUME-LES-DAMES,47.347167,6.350333,267,10,0,18.7,12.93,33.3,29.300000000000004,21.63,demuzere,urbain_aere,6.0,6,6,
25056001,BESANCON,47.249,5.988833,307,10,0,18.1,14.21,32.3,28.630000000000003,21.67,demuzere,urbain_aere,6.0,6,6,
25087002,BRANNE_SAPC,47.378,6.472167,287,10,0,14.1,10.15,32.4,28.75,19.44,demuzere,bati_special,9.0,9,9,
25127001,CHARQUEMONT,47.218833,6.815,884,10,0,15.7,10.78,28.8,25.46,18.5,demuzere,urbain_aere,6.0,6,6,
25219002,EPENOY,47.127167,6.366333,752,10,0,17.3,12.72,29.1,26.0,19.79,demuzere,non_bati,14.0,14,14,
25222001,ETALANS_SAPC,47.1525,6.210167,540,10,0,13.0,9.48,29.9,26.72,18.99,demuzere,non_bati,14.0,14,14,
25223002,COULANS,47.023333,6.0205,468,10,0,14.3,10.36,31.1,28.06,19.73,demuzere,non_bati,14.0,14,14,
25254001,LES FOURGS,46.834,6.4365,1140,10,0,12.7,7.010000000000001,26.7,23.64,15.91,demuzere,non_bati,14.0,14,14,
25285001,GRAND'COMBE-CHATELEU_SAPC,47.019167,6.567167,769,10,0,9.4,6.1,30.4,26.85,17.029999999999998,demuzere,non_bati,9.0,14,14,
25320001,LABERGEMENT,46.779667,6.2795,863,10,0,11.5,7.35,30.3,26.73,16.98,demuzere,non_bati,9.0,14,12,
25334001,LEVIER_SAPC,46.949333,6.124167,713,10,0,11.4,8.829999999999998,29.6,26.69,18.46,demuzere,non_bati,14.0,14,14,
25356003,MAICHE,47.243,6.791,825,10,0,11.7,8.21,28.4,25.04,17.64,demuzere,non_bati,14.0,14,14,
25372001,MEDIERE,47.456,6.601333,302,10,0,15.3,11.31,33.6,30.3,20.700000000000003,demuzere,non_bati,6.0,6,11,
25413001,MOUTHE,46.707,6.2095,940,10,0,10.7,6.35,28.5,25.630000000000003,16.439999999999998,demuzere,non_bati,9.0,12,11,
25453001,PIERREFONTAINE,47.216667,6.528833,695,10,0,12.5,7.62,29.4,26.5,18.14,demuzere,non_bati,9.0,9,14,
25462001,PONTARLIER,46.927,6.32,808,10,0,13.9,8.49,28.7,25.630000000000003,17.73,demuzere,non_bati,14.0,14,14,
25494001,LA BOISSAUDE ROCHEJEAN,46.729,6.322833,1222,10,0,16.4,11.38,25.1,22.3,17.259999999999998,demuzere,non_bati,12.0,11,11,
25512001,LE RUSSEY,47.162167,6.7375,891,10,0,13.1,8.48,29.3,26.059999999999995,18.07,demuzere,non_bati,9.0,9,14,
25529002,SANCEY-LE-GRAND,47.3015,6.581667,490,10,0,15.3,11.15,31.4,27.640000000000004,20.08,demuzere,non_bati,14.0,14,14,
25621001,VILLENEUVE-D'AMONT,46.9385,6.021333,663,10,0,12.1,8.469999999999999,30.2,27.01,18.49,demuzere,non_bati,14.0,14,14,
26002003,ALBON,45.252333,4.822333,153,10,0,16.0,12.5,33.6,30.82,22.47,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26035001,BEAUFORT-S-GERV,44.778,5.139,379,10,0,17.9,14.41,31.9,29.93,22.65,demuzere,bati_special,9.0,9,9,Rhone-Alpes vallee
26047001,BELLEGARDE-EN-D,44.535167,5.454333,1017,10,0,16.9,12.419999999999998,28.0,25.7,19.17,demuzere,non_bati,12.0,12,12,
26050001,BESIGNAN,44.3205,5.317,556,10,0,19.7,14.23,31.6,28.54,22.01,demuzere,bati_special,9.0,9,9,
26056001,BOURDEAUX,44.580167,5.142833,432,10,0,11.9,9.87,31.6,29.45,20.130000000000003,demuzere,non_bati,9.0,9,14,Rhone-Alpes vallee
26059001,BOUVANTE,44.955,5.326667,1071,10,0,11.1,7.92,26.6,24.09,,demuzere,non_bati,12.0,11,11,
26064001,VALENCE-CHABEUI,44.914833,4.971833,163,10,0,16.2,13.15,33.3,30.76,22.69,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26074001,CHAPELLE-EN-VERCORS_SAPC,44.9615,5.422167,879,10,0,12.9,10.349999999999998,29.0,26.68,19.160000000000004,demuzere,non_bati,14.0,14,12,
26113003,DIE,44.767667,5.3435,384,10,0,12.0,9.44,33.1,30.55,21.01,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26116002,DONZERE,44.429167,4.725333,66,10,1,21.1,14.43,35.1,32.82000000000001,24.22,demuzere,bati_special,9.0,9,9,
26124001,ETOILE,44.819,4.8895,145,10,0,18.3,14.419999999999998,33.1,30.74,23.19,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26142001,GLANDAGE_SAPC,44.674667,5.615167,1007,10,0,14.4,11.55,28.9,26.02,18.83,demuzere,non_bati,12.0,12,12,
26168001,LUS L CROIX HTE,44.672833,5.710833,1059,10,0,14.7,9.61,29.2,27.07,18.28,demuzere,non_bati,12.0,12,14,
26179001,MERCUROL,45.0585,4.8835,153,10,0,17.5,14.53,34.6,31.69,23.6,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26182001,MIRABEL-AUX-BAR,44.328667,5.100833,238,10,0,14.1,12.13,32.9,30.84,22.22,demuzere,non_bati,14.0,14,14,
26189001,MONTAUBAN-S-OUV,44.276,5.478333,689,10,0,12.5,10.18,30.9,27.94,19.7,demuzere,non_bati,12.0,12,12,
26198001,MONTELIMAR,44.581167,4.733,73,10,1,20.1,14.97,33.0,30.809999999999995,23.35,demuzere,urbain_aere,6.0,6,6,Rhone-Alpes vallee
26258001,PUY-ST-MARTIN,44.618167,4.976833,211,10,1,20.2,15.85,33.5,31.53,23.47,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26273002,ROCHEFORT-SAMSON_SAPC,44.990667,5.165167,368,10,0,15.2,12.9,31.6,29.410000000000004,21.34,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26281001,ROMANS_SAPC,45.050167,4.998667,156,10,0,15.9,12.27,34.1,31.75,22.46,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26290002,COL DE ROUSSET_SAPC,44.841667,5.421667,1400,10,0,14.5,11.36,23.6,21.37,16.650000000000002,demuzere,non_bati,12.0,12,11,
26292002,ST-AUBAN-SUR-OUVEZE,44.294833,5.409833,625,10,0,13.2,10.23,30.7,28.0,20.24,demuzere,bati_special,14.0,9,9,
26295001,ST-BARTHELEMY-V_SAPC,45.173833,4.9025,203,10,0,14.9,11.87,34.2,31.610000000000003,22.09,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26298001,ST-CHRISTOPHE-L_SAPC,45.229333,5.071833,452,10,0,18.8,16.16,31.0,27.91,22.31,demuzere,non_bati,9.0,14,14,Rhone-Alpes vallee
26307001,ST-JEAN-EN-ROYA,45.009167,5.2925,308,10,0,15.8,13.04,32.4,30.130000000000003,21.61,demuzere,bati_special,9.0,9,9,Rhone-Alpes vallee
26313001,ST-MARCEL-LES-V-INRAE,44.980167,4.931333,190,10,0,18.1,14.37,32.7,30.45,23.05,demuzere,non_bati,14.0,14,14,Rhone-Alpes vallee
26327001,ST ROMAN-DIOIS,44.693833,5.428333,545,10,0,14.3,11.98,33.0,30.49,21.6,demuzere,bati_special,11.0,12,9,
26328001,ST SAUVEUR EN DIOIS,44.682667,5.157833,338,10,0,16.3,13.820000000000002,31.5,29.24,22.130000000000003,demuzere,bati_special,12.0,9,9,Rhone-Alpes vallee
26330001,ST-SORLIN-EN-VA,45.271167,4.930333,237,10,0,15.7,13.34,33.3,30.249999999999996,22.2,demuzere,bati_special,9.0,9,9,Rhone-Alpes vallee
26340001,SEDERON,44.202333,5.538833,804,10,0,9.4,7.019999999999999,30.6,27.97,18.46,demuzere,bati_special,9.0,9,9,
26361001,VALDROME,44.505333,5.576667,786,10,0,8.4,6.07,31.9,29.59,17.83,demuzere,non_bati,12.0,12,12,
26377003,VINSOBRES,44.337333,5.060167,346,10,1,21.3,16.14,33.4,31.5,24.160000000000004,demuzere,urbain_aere,6.0,6,6,
27016001,LES ANDELYS,49.244667,1.412833,16,10,0,16.0,12.919999999999998,34.2,30.76,22.04,demuzere,urbain_aere,6.0,6,6,
27056003,BERNAY,49.101333,0.559833,166,10,0,16.6,12.55,31.5,28.05,20.910000000000004,demuzere,non_bati,14.0,14,14,
27100001,BOULLEVILLE,49.361,0.392833,122,10,0,18.5,15.079999999999998,31.6,27.540000000000003,21.57,demuzere,non_bati,14.0,14,14,Ouest atlantique
27112001,BRETEUIL,48.8375,0.907667,168,10,0,14.9,12.14,32.9,29.89,21.340000000000003,demuzere,urbain_aere,6.0,6,6,
27306001,GUICHAINVILLE,48.977,1.181667,147,10,0,18.2,14.1,32.4,29.28,22.23,demuzere,non_bati,14.0,14,14,
27347001,EVREUX-HUEST,49.025,1.221667,138,10,0,18.8,14.2,31.9,28.76,22.35,demuzere,non_bati,14.0,14,14,
27375001,LOUVIERS,49.204167,1.187167,25,10,0,17.0,13.160000000000002,34.4,31.079999999999995,22.47,demuzere,urbain_aere,6.0,6,6,
27422001,MUIDS,49.224167,1.2805,31,10,0,17.1,13.03,34.1,30.62,22.2,demuzere,non_bati,14.0,14,14,
28051002,BONNEVAL,48.203167,1.417,134,10,0,14.3,11.66,32.9,29.52,21.42,demuzere,non_bati,14.0,14,14,
28064002,BU_SAPC,48.8015,1.493167,132,10,0,17.4,13.04,32.7,29.410000000000004,21.68,cerema,non_bati,9.0,9,16,
28070001,CHARTRES,48.4605,1.501167,155,10,0,15.9,12.919999999999998,32.2,28.92,21.87,demuzere,urbain_aere,6.0,6,6,Ile-de-France
28078001,CHAPELLE-GUILLAUME_SAPC,48.112,0.905833,197,10,0,13.6,11.33,32.0,28.45,20.04,demuzere,non_bati,9.0,12,12,
28190002,GUILLONVILLE,48.092833,1.6675,133,10,0,15.9,12.540000000000004,32.8,29.23,21.51,demuzere,non_bati,14.0,14,14,
28195001,HOUX,48.566167,1.620833,107,10,0,13.8,11.27,34.4,30.84,21.08,cerema,non_bati,9.0,16,11,Ile-de-France
28196003,ILLIERS-COMBRAY_SAPC,48.2835,1.253167,170,10,0,16.4,13.02,31.9,28.32,21.28,demuzere,non_bati,14.0,14,14,
28198001,CHATEAUDUN,48.061333,1.376333,126,10,0,17.2,12.820000000000002,32.8,29.23,21.85,demuzere,non_bati,14.0,14,14,
28206001,LAONS,48.706833,1.173167,171,10,0,15.9,11.640000000000002,32.0,28.71,20.8,demuzere,non_bati,14.0,14,14,
28214003,LA LOUPE_SAPC,48.481,1.013333,200,10,0,15.7,11.68,32.5,29.2,21.15,demuzere,non_bati,9.0,9,14,
28239002,MARVILLE_SAPC,48.652667,1.371833,153,10,0,16.6,13.49,32.2,29.049999999999997,21.65,demuzere,non_bati,9.0,14,14,
28280001,NOGENT-LE-ROTROU,48.318667,0.797833,108,10,0,16.0,13.05,33.4,29.45,22.1,demuzere,urbain_aere,6.0,6,6,
28322001,RUEIL,48.712167,0.959333,157,10,0,13.1,10.62,32.2,28.83,20.22,demuzere,non_bati,12.0,11,11,
28363001,SAINVILLE,48.403833,1.903167,149,10,0,17.4,14.26,32.9,29.5,22.21,demuzere,non_bati,14.0,14,14,Ile-de-France
28373002,SENONCHES,48.558,1.012167,239,10,0,16.7,12.02,31.5,27.770000000000003,20.29,demuzere,non_bati,14.0,14,14,
28380003,SOURS_SAPC,48.406333,1.555167,147,10,0,17.1,13.04,33.5,29.3,21.83,demuzere,non_bati,14.0,14,14,Ile-de-France
28386001,THIMERT,48.544167,1.302833,225,10,0,16.8,12.169999999999998,31.4,27.880000000000003,20.74,demuzere,non_bati,14.0,14,14,
28406002,EOLE_VIABON,48.214667,1.6755,141,10,0,15.5,12.28,33.1,28.99,21.380000000000003,demuzere,non_bati,14.0,14,14,
28407001,VICHERES,48.257833,0.910167,235,10,0,18.0,13.97,31.8,27.81,21.3,demuzere,non_bati,14.0,14,14,
29018001,BRENNILIS,48.352667,-3.869,220,10,0,15.1,12.24,32.7,27.610000000000003,19.780000000000005,demuzere,urbain_aere,6.0,6,6,Ouest atlantique
29022001,CAMARET,48.274333,-4.606,40,10,1,20.1,15.89,32.9,26.15,19.97,demuzere,bati_special,9.0,9,9,Ouest atlantique
29041002,CORAY CHAT EAU,48.066,-3.8255,242,10,2,21.1,15.78,32.0,27.56,21.270000000000003,demuzere,bati_special,9.0,9,9,Ouest atlantique
29075001,BREST-GUIPAVAS,48.453833,-4.391167,92,10,0,19.3,14.85,33.5,26.91,20.35,demuzere,bati_special,9.0,9,9,Ouest atlantique
29082001,BATZ,48.746333,-4.011833,32,10,0,17.1,14.35,27.7,21.36,17.5,demuzere,bati_special,9.0,9,9,Ouest atlantique
29113001,LANMEUR,48.6625,-3.692667,57,10,0,17.2,13.639999999999995,34.1,27.09,19.5,demuzere,bati_special,14.0,14,9,Ouest atlantique
29120001,LANVEOC,48.279333,-4.439333,81,10,1,20.3,15.73,32.7,26.5,20.43,demuzere,non_bati,14.0,14,14,Ouest atlantique
29155005,OUESSANT-STIFF,48.473333,-5.057,64,10,1,20.8,14.450000000000005,27.7,20.96,17.35,demuzere,non_bati,9.0,14,14,
29163003,PLEYBER-CHRIST SA,48.5,-3.8535,147,10,0,19.6,14.799999999999995,33.7,28.48,20.84,demuzere,non_bati,9.0,14,14,Ouest atlantique
29168001,PTE DU RAZ,48.038833,-4.732,67,10,2,23.1,16.240000000000002,29.6,22.85,19.1,demuzere,non_bati,14.0,14,14,Ouest atlantique
29170001,PLOMELIN-INRAE,47.946,-4.128,33,10,1,20.1,14.98,31.3,27.59,20.980000000000004,demuzere,non_bati,12.0,12,12,Ouest atlantique
29178001,PLOUDALMEZEAU,48.548,-4.664167,40,10,0,18.0,14.63,33.9,25.12,19.12,demuzere,non_bati,14.0,14,14,Ouest atlantique
29179001,PLOUDANIEL-INRAE,48.503833,-4.327667,76,10,0,18.5,14.66,33.8,26.96,20.12,demuzere,bati_special,14.0,14,9,Ouest atlantique
29214001,PLOVAN,47.915833,-4.3775,10,10,2,21.5,16.530000000000005,31.2,26.380000000000003,20.72,demuzere,non_bati,14.0,14,14,Ouest atlantique
29216001,QUIMPER,47.973,-4.160667,82,10,1,20.3,15.39,30.8,27.15,21.05,demuzere,bati_special,9.0,9,9,Ouest atlantique
29249002,SAINT-GOAZEC,48.144667,-3.730833,260,10,2,22.0,15.62,32.8,27.54,21.130000000000003,demuzere,non_bati,12.0,12,12,Ouest atlantique
29263002,ST-SEGAL S A,48.225833,-4.09,89,10,0,17.6,14.669999999999998,34.0,28.7,21.3,demuzere,non_bati,14.0,14,14,Ouest atlantique
29264001,LANDIVISIAU,48.532,-4.151833,109,10,0,19.4,14.38,33.6,26.8,19.89,demuzere,non_bati,14.0,14,14,Ouest atlantique
29276001,SIBIRIL S A,48.660833,-4.079167,52,10,0,19.9,14.46,33.6,25.520000000000003,19.35,demuzere,non_bati,14.0,14,14,Ouest atlantique
29277001,SIZUN,48.391333,-4.0205,157,10,0,19.2,14.79,34.0,28.23,20.91,demuzere,non_bati,12.0,9,11,Ouest atlantique
29293001,TREGUNC,47.841333,-3.868833,25,10,2,21.9,16.32,31.6,27.5,21.61,demuzere,bati_special,14.0,9,9,Ouest atlantique
30003001,AIGUES-MORTES,43.537167,4.207,1,10,2,21.9,18.37,35.6,29.71,24.06,demuzere,non_bati,14.0,14,17,Languedoc-Roussillon
30009001,ALZON,43.979,3.444,611,10,0,10.0,8.3,32.6,29.149999999999995,18.54,demuzere,non_bati,12.0,11,11,
30032007,TARASCON,43.829833,4.640167,15,10,1,20.6,15.330000000000002,35.2,31.029999999999998,23.47,demuzere,non_bati,14.0,14,14,Languedoc-Roussillon
30068001,CARDET,44.021,4.079667,109,10,0,13.5,12.29,34.9,31.54,22.42,demuzere,bati_special,9.0,9,9,
30076001,CAVILLARGUES,44.113,4.518667,131,10,0,16.3,12.939999999999998,34.8,31.87,22.95,demuzere,bati_special,6.0,9,9,
30087002,COLOGNAC,44.021833,3.825,589,10,0,15.1,12.61,32.4,28.4,20.66,demuzere,non_bati,12.0,11,11,
30101001,DEAUX,44.071833,4.143667,185,10,2,20.4,16.61,34.7,31.029999999999998,23.910000000000004,demuzere,bati_special,9.0,9,9,
30129001,GENERARGUES,44.073333,3.977667,139,10,0,16.3,12.8,35.7,32.41,22.72,demuzere,bati_special,9.0,9,9,
30132004,LA GRAND COMBE,44.243,4.010167,499,10,2,21.6,17.3,33.1,29.46,23.6,demuzere,non_bati,12.0,11,11,
30164001,MEJANNES-LE-CLAP,44.216333,4.331,313,10,0,12.7,10.64,33.9,30.93,21.96,demuzere,non_bati,14.0,14,12,
30176002,MONTDARDIER,43.947,3.58,640,10,0,18.4,15.65,32.7,28.99,22.8,demuzere,bati_special,9.0,9,9,
30189001,NIMES-COURBESSAC,43.856833,4.406333,59,10,1,22.9,15.910000000000002,35.3,31.8,24.34,demuzere,urbain_aere,6.0,6,6,Languedoc-Roussillon
30202002,PONT ST ESPRIT,44.248333,4.627333,79,10,1,20.0,15.4,34.0,32.03999999999999,24.1,demuzere,non_bati,9.0,14,14,
30209002,PUJAUT,43.9985,4.759667,44,10,1,21.7,13.06,34.5,31.54,22.93,demuzere,non_bati,14.0,14,14,Languedoc-Roussillon
30224001,LA ROUVIERE,43.931833,4.2405,79,10,0,14.6,11.9,35.4,32.16,22.32,demuzere,bati_special,9.0,9,9,Languedoc-Roussillon
30243001,ST CHRISTOL-LES-ALES,44.092167,4.080333,129,10,0,16.4,13.410000000000002,35.7,32.309999999999995,23.440000000000005,demuzere,urbain_aere,6.0,6,6,
30258001,NIMES-GARONS,43.772833,4.412833,94,10,1,21.0,15.320000000000002,34.4,30.779999999999998,23.360000000000003,demuzere,non_bati,14.0,14,14,Languedoc-Roussillon
30263001,ST HIPPOLYTE,43.9615,3.835167,237,10,0,19.4,15.64,35.9,31.87,23.6,demuzere,bati_special,12.0,9,9,Languedoc-Roussillon
30269006,ST JEAN DU GARD,44.1105,3.872,196,10,0,14.1,12.27,34.6,31.690000000000005,21.92,demuzere,non_bati,11.0,11,11,
30297001,ST SAUVEUR CAMPRIEU,44.119333,3.4745,1107,10,0,13.1,10.67,27.5,24.87,18.11,demuzere,non_bati,12.0,11,11,
30305001,SALINDRES,44.1745,4.1525,191,10,0,13.6,12.22,35.0,31.79,22.22,demuzere,urbain_aere,12.0,6,6,
30334003,UZES,43.9925,4.401833,72,10,0,14.3,11.55,35.5,32.230000000000004,22.329999999999995,demuzere,non_bati,14.0,14,14,Languedoc-Roussillon
30339001,MONT AIGOUAL,44.121333,3.5815,1567,10,0,16.2,13.37,22.6,19.860000000000003,16.389999999999997,demuzere,non_bati,12.0,12,12,
