NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,NDays,NTrop,TnMax,TnMoy,TxMax,TxMoy,TmMoy,NTrop_abs,NTrop_taux,episode,episode_label
5157001,ST VERAN,44.6985,6.870167,1992,7,0,15.8,14.114285714285712,29.1,27.714285714285715,,0,0.0,vague-chaleur-juin-2019,jun19
5158001,LE SAIX,44.475833,5.8155,801,7,0,16.9,13.599999999999998,38.2,35.628571428571426,24.2,0,0.0,vague-chaleur-juin-2019,jun19
5170001,TALLARD,44.452167,6.033333,593,7,0,18.6,15.98571428571429,40.0,36.07142857142857,25.88571428571429,0,0.0,vague-chaleur-juin-2019,jun19
5181002,VILLAR D'ARENE,45.030833,6.361667,1665,7,0,15.5,9.185714285714283,32.5,29.65714285714285,20.15714285714285,0,0.0,vague-chaleur-juin-2019,jun19
5182001,VILLAR LOUBIERE,44.826833,6.146,1072,7,0,16.6,16.37142857142857,37.0,35.94285714285714,,0,0.0,vague-chaleur-juin-2019,jun19
5183001,VILLAR ST PANCRACE,44.880333,6.640333,1310,7,0,15.4,14.22857142857143,35.6,33.114285714285714,22.9,0,0.0,vague-chaleur-juin-2019,jun19
6004009,ANTIBES_SAPC,43.599167,7.111167,32,7,5,23.6,21.285714285714285,35.1,33.17142857142857,27.814285714285717,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
6005001,ASCROS,43.922,7.013667,1173,7,4,23.7,20.25714285714286,33.1,29.32857142857143,24.15714285714285,4,0.5714285714285714,vague-chaleur-juin-2019,jun19
6029001,CANNES,43.5565,6.9505,2,7,6,23.8,21.61428571428571,36.0,33.05714285714286,27.67142857142857,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6033002,CARROS_SAPC,43.786667,7.209167,78,7,6,27.3,23.757142857142856,37.6,35.300000000000004,29.228571428571428,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6037002,CAUSSOLS,43.752333,6.923167,1268,7,3,23.9,19.12857142857143,32.4,27.257142857142856,23.15714285714285,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
6038001,CHATEAUNEUF GRASSE,43.678333,6.996167,379,7,6,25.5,23.24285714285714,36.6,32.58571428571429,27.928571428571427,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6050002,COURSEGOULES_SAPC,43.792,7.0485,985,7,2,24.9,19.942857142857143,34.9,30.04285714285714,24.9,2,0.2857142857142857,vague-chaleur-juin-2019,jun19
6059003,EZE,43.738833,7.365833,704,7,6,26.6,23.35714285714285,35.3,30.27142857142857,26.842857142857145,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6071001,GUILLAUMES-OBS,44.090667,6.852333,788,7,0,17.2,15.385714285714286,40.5,36.3,24.4,0,0.0,vague-chaleur-juin-2019,jun19
6073005,ISOLA 2000,44.1895,7.149,1912,7,0,15.0,12.085714285714284,29.1,26.842857142857145,,0,0.0,vague-chaleur-juin-2019,jun19
6074005,LANTOSQUE_SAPC,43.972,7.307,550,7,0,19.3,17.928571428571427,38.6,34.62857142857143,25.5,0,0.0,vague-chaleur-juin-2019,jun19
6075007,LEVENS,43.846333,7.21,691,7,5,24.2,21.242857142857144,35.1,30.957142857142856,26.028571428571432,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
6077006,PEIRA CAVA,43.929167,7.363333,1443,7,3,25.2,19.257142857142856,33.0,28.942857142857143,23.65714285714285,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
