NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,lcz_source,lcz_dom_100m,lcz_dom_300m,lcz_dom_500m,lcz_comp_100m,lcz_comp_300m,lcz_comp_500m,lcz_category
20341001,VENACO-GEND,42.234833,9.174167,615,demuzere,13.0,12.0,12.0,"{""13"": 1, ""12"": 1}","{""13"": 8, ""12"": 17, ""6"": 2}","{""12"": 49, ""13"": 15, ""11"": 12, ""6"": 2}",non_bati
20341400,MANICCIA-NIVOSE,42.208333,9.0485,2379,demuzere,15.0,15.0,15.0,"{""15"": 3}","{""15"": 28}","{""15"": 74, ""17"": 3}",non_bati
20342001,SOLENZARA,41.921833,9.400833,12,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""6"": 8, ""14"": 21}","{""6"": 23, ""14"": 54, ""12"": 1}",non_bati
21038001,AUXONNE,47.190167,5.38,185,demuzere,12.0,12.0,6.0,"{""12"": 3}","{""6"": 8, ""17"": 6, ""12"": 11, ""14"": 3}","{""6"": 31, ""17"": 12, ""14"": 17, ""12"": 19}",urbain_aere
21043001,BAIGNEUX LES JUIFS,47.600333,4.645167,415,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 24, ""6"": 4}","{""14"": 66, ""12"": 5, ""6"": 8}",non_bati
21065001,BESSEY,47.086,4.743167,593,demuzere,14.0,14.0,14.0,"{""14"": 1, ""12"": 1}","{""14"": 20, ""12"": 7}","{""12"": 20, ""14"": 59}",non_bati
21131001,PAGNY-LE-CHATEAU,47.043167,5.190667,182,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""11"": 1, ""14"": 29}","{""11"": 11, ""14"": 63, ""6"": 4}",non_bati
21154001,CHATILLON/SEINE,47.849333,4.581333,262,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 28}","{""14"": 69, ""6"": 6, ""12"": 2}",non_bati
21231007,DIJON TOISON,47.358333,5.043333,270,demuzere,6.0,6.0,6.0,"{""6"": 4}","{""6"": 29}","{""6"": 74, ""12"": 1, ""14"": 1, ""8"": 2}",urbain_aere
21390001,MARSANNAY LA COTE,47.266667,4.986833,280,demuzere,6.0,6.0,6.0,"{""6"": 4}","{""6"": 23, ""14"": 5}","{""6"": 45, ""14"": 34, ""12"": 1}",urbain_aere
21425001,MONTBARD_SAPC,47.6285,4.3305,209,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""12"": 27, ""6"": 1, ""14"": 4}","{""12"": 53, ""6"": 21, ""14"": 5}",non_bati
21473001,DIJON-LONGVIC,47.267833,5.088333,219,demuzere,14.0,14.0,14.0,"{""14"": 2}","{""14"": 27}","{""14"": 77}",non_bati
21501003,POUILLY EN AUX_SAPC,47.251333,4.561,412,demuzere,12.0,12.0,12.0,"{""12"": 1, ""9"": 1, ""13"": 1, ""6"": 1}","{""12"": 12, ""14"": 4, ""9"": 5, ""13"": 2, ""6"": 6}","{""12"": 42, ""14"": 13, ""9"": 13, ""13"": 2, ""6"": 9}",non_bati
21515001,QUETIGNY,47.316167,5.126167,217,demuzere,6.0,6.0,14.0,"{""6"": 2}","{""14"": 8, ""6"": 18}","{""14"": 44, ""6"": 33}",non_bati
21527001,LA ROCHEPOT,46.9525,4.674,417,demuzere,12.0,14.0,14.0,"{""14"": 1, ""12"": 2}","{""14"": 17, ""12"": 12}","{""14"": 42, ""12"": 35, ""6"": 1, ""9"": 1}",non_bati
21561003,ST-MARTIN-DU-M,47.4005,4.781167,578,demuzere,14.0,14.0,14.0,"{""14"": 2}","{""14"": 27}","{""14"": 74, ""9"": 3}",non_bati
21564001,ST NIC. CITEAUX,47.122167,5.072167,203,demuzere,14.0,14.0,14.0,"{""14"": 2}","{""14"": 26}","{""11"": 4, ""14"": 67, ""12"": 5}",non_bati
21567001,ARNAY_SAPC,47.124833,4.498667,396,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 22, ""12"": 6, ""9"": 1}","{""14"": 59, ""12"": 18, ""9"": 4}",non_bati
21584001,SAULIEU,47.264167,4.215,586,demuzere,12.0,12.0,12.0,"{""14"": 1, ""12"": 3}","{""14"": 6, ""12"": 23}","{""14"": 19, ""12"": 61}",non_bati
21590001,SAVIGNY LES BEA,47.056333,4.836667,246,demuzere,14.0,14.0,14.0,"{""12"": 1, ""14"": 2}","{""14"": 25, ""12"": 2}","{""14"": 75, ""12"": 2}",non_bati
21603001,SEMUR EN AUXOIS_SAPC,47.482,4.34,314,demuzere,14.0,14.0,12.0,"{""14"": 3, ""12"": 1}","{""12"": 13, ""14"": 19}","{""12"": 44, ""6"": 5, ""11"": 2, ""14"": 29}",non_bati
21638002,TIL-CHATEL_SAPC,47.544833,5.2075,283,demuzere,14.0,14.0,14.0,"{""14"": 2}","{""14"": 27}","{""14"": 77}",non_bati
22016001,ILE-DE-BREHAT,48.855167,-3.0045,25,demuzere,,,,{},{},{},
22032002,CAULNES-EDF,48.298333,-2.142167,75,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""9"": 5, ""14"": 25}","{""14"": 63, ""9"": 15, ""12"": 1}",non_bati
22033001,CAUREL-EDF,48.207667,-3.051333,150,demuzere,12.0,12.0,11.0,"{""12"": 3, ""14"": 1}","{""11"": 8, ""12"": 12, ""17"": 5, ""14"": 2, ""9"": 1}","{""11"": 35, ""12"": 14, ""17"": 22, ""14"": 3, ""9"": 5}",non_bati
22052001,DUAULT,48.365,-3.411667,155,demuzere,14.0,14.0,14.0,"{""12"": 1, ""14"": 3}","{""14"": 21, ""12"": 8}","{""14"": 56, ""11"": 2, ""12"": 22}",non_bati
22092001,KERPERT,48.404,-3.147667,281,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 26, ""14"": 1}","{""12"": 64, ""14"": 2, ""11"": 9}",non_bati
22108001,LANLEFF,48.691167,-3.0405,78,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 24, ""12"": 2, ""11"": 1}","{""14"": 53, ""9"": 1, ""12"": 5, ""11"": 17}",non_bati
22113006,LANNION_AERO,48.755333,-3.468667,85,demuzere,12.0,6.0,6.0,"{""12"": 1, ""6"": 1, ""14"": 1}","{""12"": 9, ""6"": 10, ""14"": 8}","{""6"": 32, ""8"": 1, ""12"": 16, ""14"": 27}",urbain_aere
22135001,LOUARGAT,48.551667,-3.376833,148,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""12"": 18, ""14"": 3, ""11"": 3, ""9"": 6}","{""12"": 39, ""14"": 24, ""11"": 10, ""9"": 8}",non_bati
22136001,LOUDEAC,48.165167,-2.765,130,demuzere,14.0,14.0,14.0,"{""14"": 2, ""6"": 1}","{""14"": 15, ""6"": 14}","{""14"": 38, ""6"": 38, ""12"": 1, ""11"": 1}",non_bati
22147006,MERDRIGNAC,48.188,-2.4205,145,demuzere,14.0,14.0,14.0,"{""14"": 2}","{""6"": 3, ""9"": 3, ""14"": 19, ""12"": 1}","{""6"": 20, ""12"": 4, ""11"": 1, ""9"": 5, ""14"": 46}",non_bati
22168001,PLOUMANAC'H,48.825833,-3.473167,55,demuzere,12.0,12.0,12.0,"{""9"": 1, ""12"": 2}","{""14"": 1, ""12"": 10, ""9"": 5, ""6"": 2, ""11"": 2}","{""6"": 14, ""12"": 16, ""14"": 3, ""9"": 12, ""11"": 6}",non_bati
22203002,PLOEUC-SUR-LIE,48.335,-2.770333,196,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 27, ""12"": 2}","{""14"": 71, ""12"": 9}",non_bati
22219003,PLOUGUENAST,48.265833,-2.748333,235,demuzere,14.0,14.0,14.0,"{""14"": 3, ""12"": 1}","{""12"": 11, ""14"": 17}","{""14"": 59, ""12"": 21}",non_bati
22223002,PLOUISY,48.562,-3.2045,146,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""11"": 6, ""12"": 5, ""9"": 4, ""14"": 13}","{""12"": 22, ""14"": 34, ""9"": 16, ""11"": 6}",non_bati
22247002,POMMERIT-JAUDY,48.742,-3.251,55,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 25, ""9"": 5}","{""12"": 6, ""14"": 60, ""9"": 9, ""6"": 4}",non_bati
22261002,QUINTENIC,48.519167,-2.42,71,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 27, ""12"": 1, ""11"": 1}","{""14"": 70, ""11"": 4, ""12"": 5}",non_bati
22263001,LE QUIOU,48.3445,-2.0085,20,demuzere,12.0,14.0,14.0,"{""12"": 2, ""14"": 1}","{""12"": 9, ""14"": 19}","{""14"": 64, ""12"": 15}",non_bati
22266001,ROSTRENEN,48.226667,-3.295333,236,demuzere,12.0,12.0,12.0,"{""12"": 1, ""11"": 1, ""14"": 1}","{""12"": 12, ""11"": 7, ""14"": 8}","{""12"": 43, ""11"": 7, ""14"": 24}",non_bati
22278005,SAINT BRIEUC,48.506167,-2.735667,84,demuzere,8.0,8.0,6.0,"{""8"": 3}","{""8"": 24, ""6"": 4}","{""6"": 37, ""8"": 37, ""12"": 5}",urbain_aere
22282001,SAINT-CAST-LE-G,48.6445,-2.247,35,demuzere,12.0,12.0,12.0,"{""12"": 2}","{""17"": 2, ""12"": 12, ""14"": 1}","{""17"": 4, ""14"": 3, ""12"": 18, ""6"": 5}",non_bati
22369001,TREMEUR,48.348167,-2.287833,69,demuzere,6.0,6.0,14.0,"{""6"": 3}","{""12"": 4, ""14"": 9, ""6"": 14}","{""14"": 41, ""12"": 16, ""6"": 20}",non_bati
22372001,ST BRIEUC,48.5365,-2.853167,135,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""14"": 8, ""12"": 19, ""6"": 1}","{""14"": 33, ""12"": 39, ""6"": 6}",non_bati
23001001,AHUN LYCEE,46.093333,2.029833,460,demuzere,13.0,12.0,12.0,"{""13"": 1, ""14"": 1}","{""13"": 9, ""12"": 11, ""14"": 6}","{""12"": 48, ""11"": 5, ""14"": 15, ""13"": 11}",non_bati
23008004,AUBUSSON_SAPC,45.957833,2.187833,486,demuzere,12.0,12.0,12.0,"{""12"": 3, ""14"": 1}","{""12"": 26, ""9"": 2, ""14"": 1}","{""14"": 8, ""12"": 61, ""9"": 10, ""13"": 1}",non_bati
23008005,AUBUSSON LYCEE,45.952333,2.173333,440,demuzere,6.0,6.0,11.0,"{""6"": 2, ""11"": 1}","{""6"": 16, ""11"": 12, ""13"": 1}","{""13"": 3, ""11"": 31, ""6"": 31, ""12"": 10, ""14"": 4}",non_bati
23013001,AUZANCES_SAPC,46.0215,2.489333,564,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 19, ""14"": 8}","{""12"": 45, ""14"": 25, ""9"": 2, ""13"": 4}",non_bati
23021001,BENEVENT_SAPC,46.121,1.6285,460,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 20, ""14"": 1, ""13"": 2, ""6"": 6}","{""12"": 50, ""14"": 6, ""13"": 2, ""6"": 19, ""11"": 1}",non_bati
23025001,BONNAT,46.315333,1.916333,382,demuzere,12.0,12.0,14.0,"{""12"": 2, ""9"": 2}","{""6"": 3, ""14"": 9, ""12"": 14, ""9"": 3}","{""14"": 37, ""6"": 7, ""12"": 34, ""9"": 3}",non_bati
23030004,BOURGANEUF,45.942333,1.725833,513,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""12"": 27, ""11"": 1, ""14"": 1}","{""12"": 63, ""11"": 3, ""14"": 14}",non_bati
23031002,BOUSSAC_SAPC,46.343333,2.228333,380,demuzere,12.0,12.0,12.0,"{""6"": 1, ""12"": 3}","{""6"": 6, ""12"": 20, ""11"": 2, ""13"": 2}","{""6"": 14, ""13"": 3, ""14"": 2, ""12"": 49, ""11"": 11}",non_bati
23045001,CHAMBON VOUEIZE,46.186833,2.424667,329,demuzere,12.0,12.0,12.0,"{""12"": 2, ""13"": 1}","{""12"": 11, ""13"": 8, ""6"": 3, ""14"": 2, ""11"": 3}","{""12"": 28, ""6"": 8, ""13"": 17, ""11"": 13, ""14"": 9}",non_bati
23067001,LA COURTINE,45.702667,2.263667,772,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""12"": 28}","{""12"": 78, ""13"": 1}",non_bati
23075001,DUN LE PALESTEL,46.317833,1.666833,365,demuzere,14.0,14.0,14.0,"{""14"": 2, ""12"": 1}","{""12"": 13, ""11"": 1, ""14"": 15}","{""14"": 43, ""12"": 32, ""11"": 2, ""13"": 1}",non_bati
23079002,FELLETIN,45.880167,2.186,635,demuzere,12.0,12.0,12.0,"{""12"": 2}","{""12"": 21, ""14"": 5}","{""12"": 68, ""14"": 9}",non_bati
23093001,GOUZON,46.193,2.236833,378,demuzere,6.0,6.0,6.0,"{""6"": 4}","{""13"": 3, ""14"": 1, ""6"": 23, ""9"": 2}","{""12"": 5, ""14"": 14, ""13"": 10, ""6"": 38, ""9"": 13}",urbain_aere
23096001,GUERET BONGEOT,46.1805,1.879333,402,demuzere,6.0,6.0,6.0,"{""6"": 4}","{""6"": 28, ""12"": 2}","{""6"": 77, ""12"": 3}",urbain_aere
23096007,GUERET-GRANCHER,46.160667,1.867167,546,demuzere,12.0,12.0,6.0,"{""11"": 1, ""12"": 3}","{""11"": 8, ""6"": 8, ""12"": 9, ""9"": 3}","{""11"": 24, ""6"": 35, ""12"": 19, ""9"": 3}",urbain_aere
23096008,GUERET COURTIL,46.1665,1.8545,464,demuzere,12.0,12.0,12.0,"{""12"": 1, ""14"": 1}","{""12"": 10, ""6"": 4, ""11"": 1, ""17"": 6, ""14"": 5}","{""12"": 32, ""11"": 11, ""6"": 16, ""17"": 11, ""14"": 7}",non_bati
23108001,LEYRAT,46.360833,2.293333,416,demuzere,12.0,12.0,14.0,"{""12"": 2, ""14"": 1}","{""12"": 16, ""14"": 13}","{""12"": 36, ""14"": 42}",non_bati
23118001,MAISONNISSES,46.066167,1.904667,563,demuzere,12.0,12.0,12.0,"{""12"": 2, ""11"": 1}","{""12"": 19, ""11"": 9}","{""12"": 52, ""11"": 27}",non_bati
23142001,NEOUX,45.915667,2.260667,585,demuzere,13.0,12.0,12.0,"{""12"": 1, ""13"": 2}","{""12"": 25, ""13"": 2, ""14"": 1}","{""14"": 3, ""12"": 71, ""11"": 1, ""13"": 2}",non_bati
23155001,PONTARION_SAPC,45.995667,1.852833,455,demuzere,12.0,12.0,12.0,"{""12"": 3, ""14"": 1}","{""13"": 4, ""6"": 4, ""12"": 21, ""14"": 1}","{""12"": 64, ""6"": 7, ""13"": 4, ""14"": 3}",non_bati
23172001,LA SERRE BUSS,46.056833,2.319667,510,demuzere,13.0,12.0,12.0,"{""13"": 1, ""12"": 1}","{""12"": 24, ""13"": 1, ""11"": 1}","{""12"": 66, ""11"": 9, ""13"": 1, ""14"": 2}",non_bati
23176001,LA SOUTERRAINE,46.2425,1.451833,370,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 24, ""11"": 2, ""14"": 1}","{""12"": 62, ""14"": 9, ""11"": 7}",non_bati
23257001,VALLIERES,45.899833,2.01,560,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 28, ""14"": 1}","{""12"": 75, ""14"": 4}",non_bati
24026001,BASSILLAC,45.195,0.816667,95,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 18, ""6"": 8, ""12"": 2, ""9"": 2}","{""14"": 37, ""12"": 10, ""6"": 24, ""9"": 7, ""11"": 1}",non_bati
24035003,BELVES,44.782667,0.956,238,demuzere,14.0,12.0,12.0,"{""12"": 1, ""14"": 3}","{""11"": 4, ""12"": 17, ""14"": 7}","{""11"": 30, ""12"": 39, ""14"": 10}",non_bati
24037001,BERGERAC TABAC,44.85,0.523333,33,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""6"": 3, ""14"": 24, ""12"": 1}","{""6"": 22, ""14"": 39, ""12"": 18}",non_bati
24037005,BERGERAC,44.822833,0.524167,49,demuzere,14.0,14.0,14.0,"{""14"": 4}","{""14"": 25, ""12"": 3}","{""14"": 64, ""12"": 15}",non_bati
24050001,BORREZE SA,44.968333,1.416667,335,demuzere,12.0,12.0,12.0,"{""12"": 3}","{""12"": 25, ""11"": 3}","{""12"": 61, ""11"": 15, ""14"": 2}",non_bati
24076001,CAMPAGNE,44.892667,0.956167,189,demuzere,12.0,12.0,11.0,"{""12"": 4}","{""11"": 11, ""12"": 18}","{""12"": 38, ""11"": 39, ""14"": 2}",non_bati
24133002,LA COQUILLE,45.5445,0.982167,324,demuzere,9.0,12.0,12.0,"{""9"": 2, ""12"": 1}","{""12"": 16, ""6"": 3, ""9"": 6, ""14"": 4}","{""6"": 18, ""12"": 49, ""9"": 6, ""11"": 1, ""14"": 5}",non_bati
24138002,COULOUNIEIX SA,45.176333,0.700333,172,demuzere,6.0,6.0,6.0,"{""6"": 3}","{""11"": 11, ""6"": 16, ""9"": 1}","{""11"": 32, ""6"": 35, ""9"": 3, ""12"": 8}",urbain_aere
24172001,LES EYZIES DE TAYAC,44.954667,1.021,112,demuzere,12.0,12.0,11.0,"{""12"": 3, ""14"": 1}","{""11"": 13, ""12"": 15, ""14"": 1}","{""11"": 39, ""12"": 37, ""14"": 4}",non_bati
24226001,LAMOTHE MONTRAV,44.837333,0.041167,9,demuzere,12.0,11.0,14.0,"{""14"": 1, ""12"": 2, ""11"": 1}","{""17"": 3, ""14"": 10, ""11"": 12, ""12"": 7}","{""14"": 27, ""17"": 8, ""12"": 13, ""11"": 27, ""6"": 4}",non_bati
24244001,LOLME,44.707167,0.832167,205,demuzere,12.0,12.0,12.0,"{""12"": 2, ""14"": 1}","{""12"": 18, ""14"": 10}","{""12"": 39, ""14"": 37, ""11"": 3}",non_bati
24294002,MONTPON,45.038333,0.176667,79,demuzere,14.0,14.0,12.0,"{""14"": 2, ""9"": 1, ""6"": 1}","{""14"": 10, ""12"": 8, ""9"": 2, ""11"": 3, ""6"": 6}","{""12"": 39, ""14"": 24, ""9"": 2, ""11"": 7, ""6"": 8}",non_bati
24299001,MUSSIDAN,45.019667,0.333667,59,demuzere,12.0,12.0,14.0,"{""12"": 3}","{""12"": 15, ""14"": 12, ""6"": 1}","{""14"": 43, ""12"": 28, ""11"": 1, ""6"": 4, ""9"": 2}",non_bati
24311003,NONTRON-HOPITAL,45.527333,0.666333,202,demuzere,6.0,12.0,12.0,"{""6"": 1, ""12"": 1, ""11"": 1}","{""6"": 7, ""12"": 14, ""14"": 1, ""11"": 6}","{""6"": 27, ""9"": 3, ""14"": 2, ""12"": 35, ""11"": 12}",non_bati
24335001,PORT STE FOY,44.85,0.185667,28,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""12"": 28, ""14"": 1}","{""11"": 7, ""14"": 14, ""12"": 58}",non_bati
24336001,PRATS DE CARLUX,44.896167,1.322333,180,demuzere,6.0,12.0,12.0,"{""6"": 1, ""12"": 1}","{""12"": 18, ""11"": 6, ""6"": 2}","{""11"": 26, ""12"": 48, ""14"": 4, ""6"": 2}",non_bati
24376001,ST AULAYE,45.197833,0.155333,64,demuzere,14.0,14.0,14.0,"{""14"": 2, ""12"": 1}","{""14"": 14, ""12"": 11, ""9"": 1, ""11"": 2}","{""14"": 40, ""9"": 3, ""11"": 11, ""12"": 23}",non_bati
24437001,ST LAURENT VIGN,44.840833,0.419667,25,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""17"": 3, ""12"": 4, ""11"": 3, ""14"": 18}","{""14"": 42, ""17"": 8, ""12"": 21, ""11"": 6}",non_bati
24452001,ST MARTIAL VIVEYROLS,45.357833,0.319333,166,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 28}","{""14"": 78}",non_bati
24455001,ST MARTIN RIB.,45.234,0.372,142,demuzere,12.0,14.0,14.0,"{""12"": 1, ""14"": 1}","{""14"": 16, ""12"": 9, ""11"": 3}","{""14"": 47, ""11"": 11, ""12"": 21}",non_bati
24520005,SARLAT,44.898667,1.2255,203,demuzere,12.0,12.0,12.0,"{""6"": 1, ""12"": 2}","{""12"": 20, ""14"": 1, ""6"": 6, ""11"": 2}","{""11"": 6, ""14"": 8, ""6"": 23, ""12"": 42}",non_bati
24522001,SARRAZAC,45.440333,1.011167,305,demuzere,12.0,12.0,12.0,"{""12"": 4}","{""14"": 2, ""11"": 1, ""12"": 29}","{""12"": 65, ""11"": 7, ""14"": 8}",non_bati
24532001,SERRES ET MONTG,44.682167,0.429333,79,demuzere,14.0,14.0,14.0,"{""14"": 1, ""12"": 1}","{""12"": 12, ""14"": 14, ""11"": 1}","{""14"": 45, ""12"": 29, ""11"": 3}",non_bati
24554001,LA TOUR BLANCHE,45.3675,0.443833,150,demuzere,14.0,9.0,12.0,"{""14"": 1, ""9"": 1}","{""9"": 12, ""14"": 11, ""12"": 1, ""6"": 2}","{""12"": 30, ""14"": 24, ""9"": 15, ""6"": 6, ""11"": 1}",non_bati
25007001,ADAM-LES-VERCEL,47.169667,6.394667,665,demuzere,13.0,12.0,12.0,"{""13"": 1, ""14"": 1, ""12"": 1}","{""12"": 19, ""14"": 5, ""13"": 3, ""11"": 1}","{""12"": 49, ""14"": 16, ""13"": 3, ""11"": 10}",non_bati
25015001,AMANCEY,47.038333,6.076667,600,demuzere,12.0,12.0,12.0,"{""12"": 2}","{""12"": 25, ""6"": 3}","{""12"": 57, ""6"": 13, ""11"": 7, ""14"": 2}",non_bati
25021001,ARC-ET-SENANS,47.0315,5.782,235,demuzere,14.0,9.0,14.0,"{""9"": 1, ""14"": 2}","{""12"": 1, ""6"": 8, ""13"": 2, ""9"": 9, ""14"": 9}","{""14"": 32, ""9"": 15, ""6"": 12, ""13"": 5, ""12"": 15}",non_bati
25056001,BESANCON,47.249,5.988833,307,demuzere,6.0,6.0,6.0,"{""6"": 4}","{""6"": 28}","{""6"": 75, ""14"": 3, ""12"": 2}",urbain_aere
25127001,CHARQUEMONT,47.218833,6.815,884,demuzere,6.0,6.0,6.0,"{""14"": 1, ""6"": 2}","{""11"": 1, ""12"": 6, ""14"": 4, ""6"": 15, ""9"": 1}","{""11"": 8, ""12"": 20, ""14"": 10, ""6"": 38, ""9"": 1}",urbain_aere
25133001,CHATILLON-LE-DU,47.3065,6.001333,341,demuzere,6.0,6.0,6.0,"{""6"": 3}","{""6"": 17, ""12"": 6, ""11"": 2, ""14"": 3}","{""6"": 39, ""11"": 11, ""12"": 25, ""14"": 3}",urbain_aere
25195001,DANNEMARIE-SUR-,47.201333,5.872833,267,demuzere,6.0,6.0,6.0,"{""6"": 3}","{""6"": 24, ""12"": 1, ""14"": 4}","{""6"": 52, ""12"": 8, ""14"": 17, ""11"": 1}",urbain_aere
25219002,EPENOY,47.127167,6.366333,752,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""12"": 8, ""9"": 2, ""14"": 18}","{""12"": 23, ""9"": 9, ""14"": 47}",non_bati
25315001,L'ISLE-ECOLE,47.451667,6.583333,292,demuzere,12.0,6.0,6.0,"{""12"": 1, ""14"": 1, ""6"": 1}","{""17"": 3, ""12"": 8, ""11"": 3, ""14"": 2, ""6"": 13}","{""14"": 3, ""12"": 23, ""17"": 5, ""9"": 4, ""11"": 3, ""6"": 40}",urbain_aere
25315002,ISLE - SA,47.441667,6.581667,320,demuzere,6.0,6.0,6.0,"{""6"": 2}","{""6"": 27, ""12"": 1}","{""6"": 56, ""12"": 13, ""17"": 3, ""11"": 2, ""14"": 6}",urbain_aere
25320001,LABERGEMENT,46.779667,6.2795,863,demuzere,12.0,12.0,12.0,"{""12"": 2}","{""12"": 25, ""14"": 1}","{""12"": 57, ""11"": 1, ""14"": 15, ""6"": 6}",non_bati
25334001,LEVIER_SAPC,46.949333,6.124167,713,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 23, ""9"": 2, ""12"": 4}","{""9"": 11, ""14"": 47, ""6"": 1, ""12"": 17, ""11"": 1}",non_bati
25348002,LONGEVILLES,46.743667,6.3415,1193,demuzere,11.0,11.0,11.0,"{""11"": 4}","{""11"": 28}","{""12"": 5, ""11"": 74}",non_bati
25356003,MAICHE,47.243,6.791,825,demuzere,12.0,14.0,14.0,"{""12"": 2}","{""12"": 13, ""6"": 1, ""14"": 14}","{""12"": 34, ""11"": 2, ""6"": 8, ""14"": 36}",non_bati
25380001,MOROND,46.751667,6.355,1423,demuzere,11.0,11.0,11.0,"{""12"": 1, ""11"": 3}","{""11"": 14, ""12"": 14}","{""11"": 48, ""12"": 30, ""17"": 1}",non_bati
25388002,MONTBELIARD,47.503667,6.813333,318,demuzere,8.0,8.0,8.0,"{""11"": 1, ""8"": 2}","{""8"": 19, ""17"": 2, ""11"": 3, ""6"": 4}","{""8"": 52, ""11"": 4, ""12"": 2, ""17"": 4, ""6"": 15}",bati_special
25411005,MORTEAU SA,47.062333,6.612167,760,demuzere,14.0,14.0,14.0,"{""14"": 2, ""6"": 1}","{""14"": 14, ""12"": 2, ""6"": 12}","{""9"": 1, ""14"": 36, ""12"": 7, ""6"": 26, ""8"": 7}",non_bati
25413001,MOUTHE,46.707,6.2095,940,demuzere,12.0,11.0,11.0,"{""12"": 3, ""11"": 1}","{""12"": 8, ""14"": 10, ""11"": 11, ""9"": 1}","{""14"": 29, ""12"": 12, ""11"": 34, ""9"": 4}",non_bati
25413002,SOURCE DU DOUBS,46.707,6.2095,940,demuzere,12.0,11.0,11.0,"{""12"": 3, ""11"": 1}","{""12"": 8, ""14"": 10, ""11"": 11, ""9"": 1}","{""14"": 29, ""12"": 12, ""11"": 34, ""9"": 4}",non_bati
25453001,PIERREFONTAINE,47.216667,6.528833,695,demuzere,9.0,9.0,12.0,"{""9"": 3}","{""12"": 10, ""9"": 18, ""14"": 1}","{""14"": 17, ""12"": 31, ""9"": 30}",non_bati
25462001,PONTARLIER,46.927,6.32,808,demuzere,14.0,14.0,14.0,"{""12"": 1, ""14"": 3}","{""14"": 21, ""12"": 7}","{""12"": 20, ""14"": 60}",non_bati
25468001,POULIGNEY,47.333833,6.199,286,demuzere,14.0,14.0,14.0,"{""14"": 1, ""12"": 1}","{""14"": 25, ""12"": 3}","{""14"": 63, ""12"": 11, ""11"": 3, ""6"": 3}",non_bati
25512001,LE RUSSEY,47.162167,6.7375,891,demuzere,9.0,9.0,14.0,"{""9"": 4}","{""14"": 4, ""9"": 24, ""12"": 1}","{""14"": 42, ""9"": 30, ""6"": 5, ""12"": 4}",non_bati
25532001,SAONE,47.202667,6.092667,397,demuzere,14.0,14.0,11.0,"{""14"": 2, ""12"": 1}","{""12"": 13, ""14"": 15, ""11"": 1}","{""11"": 28, ""12"": 25, ""14"": 25}",non_bati
25635001,LOMONT,47.358667,6.625667,820,demuzere,12.0,11.0,11.0,"{""12"": 3, ""11"": 1}","{""11"": 17, ""12"": 14}","{""11"": 53, ""12"": 25}",non_bati
26002003,ALBON,45.252333,4.822333,153,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 24, ""6"": 1, ""12"": 3}","{""6"": 10, ""14"": 52, ""12"": 8, ""16"": 1, ""17"": 3, ""15"": 4}",non_bati
26035001,BEAUFORT-S-GERV,44.778,5.139,379,demuzere,12.0,14.0,14.0,"{""12"": 1, ""6"": 1, ""14"": 1}","{""14"": 11, ""6"": 11, ""9"": 5, ""12"": 1}","{""14"": 34, ""6"": 19, ""9"": 19, ""12"": 6}",non_bati
26047001,BELLEGARDE-EN-D,44.535167,5.454333,1017,demuzere,12.0,12.0,12.0,"{""14"": 1, ""12"": 2}","{""12"": 19, ""11"": 4, ""14"": 4}","{""12"": 53, ""11"": 15, ""14"": 7}",non_bati
26050001,BESIGNAN,44.3205,5.317,556,demuzere,14.0,14.0,14.0,"{""14"": 3}","{""14"": 23, ""12"": 6}","{""14"": 45, ""9"": 4, ""12"": 25, ""15"": 2, ""11"": 2}",non_bati
